SortingColumn (Ignore),ID,Region,Area,Year,Period,Adjustment,State Name,Employed,Labor Force,Unemployed,Unemployment Rate
"2020, 05",1594799,OH,SUMMIT COUNTY,2020,May,Not Adj,Ohio,"229,400","263,400","34,000",12.90%
"2020, 05",1594805,OH,TRUMBULL COUNTY,2020,May,Not Adj,Ohio,"70,800","84,700","13,900",16.50%
"2020, 05",1594811,OH,TUSCARAWAS COUNTY,2020,May,Not Adj,Ohio,"39,700","44,900","5,200",11.70%
"2020, 05",1594817,OH,UNION COUNTY,2020,May,Not Adj,Ohio,"25,600","28,100","2,500",8.80%
"2020, 05",1594823,OH,VAN WERT COUNTY,2020,May,Not Adj,Ohio,"13,400","15,100","1,700",11.30%
"2020, 05",1594829,OH,VINTON COUNTY,2020,May,Not Adj,Ohio,"4,800","5,500",700,12.80%
"2020, 05",1594835,OH,WARREN COUNTY,2020,May,Not Adj,Ohio,"103,900","116,200","12,300",10.60%
"2020, 05",1594841,OH,WASHINGTON COUNTY,2020,May,Not Adj,Ohio,"24,700","28,100","3,400",12.10%
"2020, 05",1594847,OH,WAYNE COUNTY,2020,May,Not Adj,Ohio,"55,900","61,700","5,800",9.30%
"2020, 05",1594853,OH,WILLIAMS COUNTY,2020,May,Not Adj,Ohio,"16,300","19,300","2,900",15.20%
"2020, 05",1594859,OH,WOOD COUNTY,2020,May,Not Adj,Ohio,"60,600","69,600","9,000",12.90%
"2020, 05",1594865,OH,WYANDOT COUNTY,2020,May,Not Adj,Ohio,"11,100","13,200","2,000",15.30%
"2020, 05",1594877,OH,Akron City,2020,May,Not Adj,Ohio,"76,100","89,800","13,700",15.20%
"2020, 05",1594883,OH,Athens,2020,May,Not Adj,Ohio,"9,200","9,900",700,7.00%
"2020, 05",1594889,OH,Barberton City,2020,May,Not Adj,Ohio,"10,500","12,300","1,800",14.40%
"2020, 05",1594895,OH,Beavercreek City,2020,May,Not Adj,Ohio,"21,100","23,100","2,000",8.50%
"2020, 05",1594901,OH,Bowling Green City,2020,May,Not Adj,Ohio,"14,400","16,100","1,700",10.40%
"2020, 05",1594907,OH,Brunswick City,2020,May,Not Adj,Ohio,"17,000","20,200","3,300",16.10%
"2020, 05",1594913,OH,Canton City,2020,May,Not Adj,Ohio,"26,600","31,100","4,500",14.50%
"2020, 05",1594919,OH,Cincinnati City,2020,May,Not Adj,Ohio,"127,400","147,600","20,200",13.70%
"2020, 05",1594925,OH,Cleveland City,2020,May,Not Adj,Ohio,"130,300","166,700","36,500",21.90%
"2020, 05",1594931,OH,Cleveland Heights City,2020,May,Not Adj,Ohio,"19,100","22,600","3,500",15.60%
"2020, 05",1594937,OH,Columbus City,2020,May,Not Adj,Ohio,"416,200","475,100","59,000",12.40%
"2020, 05",1594943,OH,Cuyahoga Falls City,2020,May,Not Adj,Ohio,"22,400","25,800","3,400",13.00%
"2020, 05",1594949,OH,Dayton City,2020,May,Not Adj,Ohio,"51,100","61,200","10,200",16.60%
"2020, 05",1594955,OH,Delaware City,2020,May,Not Adj,Ohio,"18,900","21,200","2,300",10.60%
"2020, 05",1594961,OH,Dublin City,2020,May,Not Adj,Ohio,"23,300","25,300","2,000",7.80%
"2020, 05",1594967,OH,Elyria City,2020,May,Not Adj,Ohio,"22,600","28,400","5,800",20.40%
"2020, 05",1594973,OH,Euclid City,2020,May,Not Adj,Ohio,"18,600","23,300","4,700",20.30%
"2020, 05",1594979,OH,Fairborn City,2020,May,Not Adj,Ohio,"15,100","17,200","2,200",12.60%
"2020, 05",1594985,OH,Fairfield City,2020,May,Not Adj,Ohio,"21,300","24,600","3,300",13.50%
"2020, 05",1594991,OH,Findlay City,2020,May,Not Adj,Ohio,"19,400","22,800","3,400",15.10%
"2020, 05",1594997,OH,Gahanna City,2020,May,Not Adj,Ohio,"18,000","20,100","2,100",10.50%
"2020, 05",1595003,OH,Garfield Heights City,2020,May,Not Adj,Ohio,"11,200","14,200","2,900",20.60%
"2020, 05",1595009,OH,Green,2020,May,Not Adj,Ohio,"11,700","13,300","1,500",11.60%
"2020, 05",1595015,OH,Grove City,2020,May,Not Adj,Ohio,"19,800","21,900","2,100",9.60%
"2020, 05",1595021,OH,Hamilton City,2020,May,Not Adj,Ohio,"24,400","28,200","3,900",13.70%
"2020, 05",1595027,OH,Hilliard City,2020,May,Not Adj,Ohio,"17,500","19,100","1,600",8.20%
"2020, 05",1595033,OH,Huber Heights City,2020,May,Not Adj,Ohio,"16,000","18,800","2,700",14.50%
"2020, 05",1595039,OH,Kent City,2020,May,Not Adj,Ohio,"14,100","15,500","1,400",9.30%
"2020, 05",1595045,OH,Kettering City,2020,May,Not Adj,Ohio,"25,700","29,400","3,800",12.70%
"2020, 05",1595051,OH,Lakewood City,2020,May,Not Adj,Ohio,"25,100","31,100","5,900",19.00%
"2020, 05",1595057,OH,Lancaster City,2020,May,Not Adj,Ohio,"15,900","18,100","2,300",12.40%
"2020, 05",1595063,OH,Lima City,2020,May,Not Adj,Ohio,"12,400","15,300","3,000",19.30%
"2020, 05",1595069,OH,Lorain City,2020,May,Not Adj,Ohio,"22,600","30,000","7,500",24.90%
"2020, 05",1595075,OH,Mansfield City,2020,May,Not Adj,Ohio,"14,900","18,400","3,500",19.10%
"2020, 05",1595081,OH,Maple Heights City,2020,May,Not Adj,Ohio,"8,300","10,800","2,500",22.80%
"2020, 05",1595087,OH,Marion City,2020,May,Not Adj,Ohio,"11,900","14,100","2,100",15.00%
"2020, 05",1595093,OH,Mason City,2020,May,Not Adj,Ohio,"15,200","16,900","1,700",10.20%
"2020, 05",1595099,OH,Massillon City,2020,May,Not Adj,Ohio,"13,200","15,300","2,100",13.70%
"2020, 05",1595105,OH,Medina City,2020,May,Not Adj,Ohio,"11,100","13,400","2,300",17.40%
"2020, 05",1595111,OH,Mentor City,2020,May,Not Adj,Ohio,"22,500","26,200","3,700",14.20%
"2020, 05",1595117,OH,Middletown City,2020,May,Not Adj,Ohio,"18,200","21,800","3,700",16.80%
"2020, 05",1595123,OH,Newark City,2020,May,Not Adj,Ohio,"21,200","24,200","3,000",12.20%
"2020, 05",1595129,OH,North Olmsted City,2020,May,Not Adj,Ohio,"14,600","17,700","3,200",17.90%
"2020, 05",1595135,OH,North Ridgeville,2020,May,Not Adj,Ohio,"15,300","18,100","2,900",15.90%
"2020, 05",1595141,OH,North Royalton,2020,May,Not Adj,Ohio,"14,700","17,300","2,600",14.80%
"2020, 05",1595147,OH,Parma City,2020,May,Not Adj,Ohio,"35,000","43,300","8,300",19.20%
"2020, 05",1595153,OH,Reynoldsburg City,2020,May,Not Adj,Ohio,"18,600","21,100","2,600",12.10%
"2020, 05",1595159,OH,Riverside City,2020,May,Not Adj,Ohio,"9,500","11,200","1,700",14.90%
"2020, 05",1595165,OH,Sandusky City,2020,May,Not Adj,Ohio,"9,300","12,700","3,400",26.50%
"2020, 05",1595171,OH,Shaker Heights City,2020,May,Not Adj,Ohio,"11,900","13,600","1,700",12.70%
"2020, 05",1595177,OH,South Euclid City,2020,May,Not Adj,Ohio,"10,300","12,200","2,000",16.20%
"2020, 05",1595183,OH,Springfield City,2020,May,Not Adj,Ohio,"22,300","26,000","3,700",14.40%
"2020, 05",1595189,OH,Stow City,2020,May,Not Adj,Ohio,"15,900","17,800","2,000",11.00%
"2020, 05",1595195,OH,Strongsville City,2020,May,Not Adj,Ohio,"20,700","24,100","3,400",14.10%
"2020, 05",1595201,OH,Toledo City,2020,May,Not Adj,Ohio,"107,100","137,500","30,300",22.10%
"2020, 05",1595207,OH,Trotwood City,2020,May,Not Adj,Ohio,"9,300","11,200","1,900",16.60%
"2020, 05",1595213,OH,Troy,2020,May,Not Adj,Ohio,"12,300","14,000","1,700",12.20%
"2020, 05",1595219,OH,Upper Arlington City,2020,May,Not Adj,Ohio,"16,400","17,600","1,200",6.80%
"2020, 05",1595225,OH,Warren City,2020,May,Not Adj,Ohio,"10,900","13,600","2,700",19.80%
"2020, 05",1595231,OH,Westerville City,2020,May,Not Adj,Ohio,"19,900","22,000","2,000",9.20%
"2020, 05",1595237,OH,Westlake City,2020,May,Not Adj,Ohio,"14,400","16,800","2,400",14.30%
"2020, 05",1595243,OH,Wooster City,2020,May,Not Adj,Ohio,"12,700","14,300","1,600",11.10%
"2020, 05",1595249,OH,Xenia City,2020,May,Not Adj,Ohio,"10,100","11,700","1,500",13.30%
"2020, 05",1595255,OH,Youngstown City,2020,May,Not Adj,Ohio,"18,200","22,100","3,900",17.70%
"2020, 05",1595261,OH,Zanesville City,2020,May,Not Adj,Ohio,"8,700","10,100","1,400",14.00%
"2020, 04",1594333,OH,Ohio,2020,April,Not Adj,Ohio,"4,675,300","5,652,600","977,300",17.30%
"2020, 04",1594342,OH,ADAMS COUNTY,2020,April,Not Adj,Ohio,"8,600","10,400","1,800",17.40%
"2020, 04",1594348,OH,ALLEN COUNTY,2020,April,Not Adj,Ohio,"38,800","48,900","10,000",20.50%
"2020, 04",1594354,OH,ASHLAND COUNTY,2020,April,Not Adj,Ohio,"22,800","26,100","3,300",12.50%
"2020, 04",1594360,OH,ASHTABULA COUNTY,2020,April,Not Adj,Ohio,"35,900","42,700","6,700",15.80%
"2020, 04",1594366,OH,ATHENS COUNTY,2020,April,Not Adj,Ohio,"23,500","26,500","3,000",11.30%
"2020, 04",1594372,OH,AUGLAIZE COUNTY,2020,April,Not Adj,Ohio,"20,500","25,500","4,900",19.40%
"2020, 04",1594378,OH,BELMONT COUNTY,2020,April,Not Adj,Ohio,"23,400","28,600","5,200",18.10%
"2020, 04",1594384,OH,BROWN COUNTY,2020,April,Not Adj,Ohio,"15,900","18,900","3,000",15.70%
"2020, 04",1594390,OH,BUTLER COUNTY,2020,April,Not Adj,Ohio,"159,900","186,300","26,400",14.20%
"2020, 04",1594396,OH,CARROLL COUNTY,2020,April,Not Adj,Ohio,"10,600","12,700","2,100",16.80%
"2020, 04",1594402,OH,CHAMPAIGN COUNTY,2020,April,Not Adj,Ohio,"15,600","19,500","3,900",20.10%
"2020, 04",1594408,OH,CLARK COUNTY,2020,April,Not Adj,Ohio,"53,700","65,000","11,300",17.40%
"2020, 04",1594414,OH,CLERMONT COUNTY,2020,April,Not Adj,Ohio,"87,600","101,700","14,100",13.90%
"2020, 04",1594420,OH,CLINTON COUNTY,2020,April,Not Adj,Ohio,"14,800","17,900","3,100",17.10%
"2020, 04",1594426,OH,COLUMBIANA COUNTY,2020,April,Not Adj,Ohio,"37,300","46,900","9,600",20.50%
"2020, 04",1594432,OH,COSHOCTON COUNTY,2020,April,Not Adj,Ohio,"11,600","13,800","2,300",16.40%
"2020, 04",1594438,OH,CRAWFORD COUNTY,2020,April,Not Adj,Ohio,"13,900","18,200","4,400",24.00%
"2020, 04",1594444,OH,CUYAHOGA COUNTY,2020,April,Not Adj,Ohio,"457,500","593,100","135,600",22.90%
"2020, 04",1594450,OH,DARKE COUNTY,2020,April,Not Adj,Ohio,"21,100","25,600","4,500",17.60%
"2020, 04",1594456,OH,DEFIANCE COUNTY,2020,April,Not Adj,Ohio,"14,200","18,300","4,100",22.60%
"2020, 04",1594462,OH,DELAWARE COUNTY,2020,April,Not Adj,Ohio,"92,200","103,700","11,400",11.00%
"2020, 04",1594468,OH,ERIE COUNTY,2020,April,Not Adj,Ohio,"28,200","37,800","9,600",25.40%
"2020, 04",1594474,OH,FAIRFIELD COUNTY,2020,April,Not Adj,Ohio,"65,100","75,700","10,600",14.00%
"2020, 04",1594480,OH,FAYETTE COUNTY,2020,April,Not Adj,Ohio,"11,700","14,000","2,200",16.10%
"2020, 04",1594486,OH,FRANKLIN COUNTY,2020,April,Not Adj,Ohio,"580,500","674,100","93,600",13.90%
"2020, 04",1594492,OH,FULTON COUNTY,2020,April,Not Adj,Ohio,"17,900","22,600","4,700",20.80%
"2020, 04",1594498,OH,GALLIA COUNTY,2020,April,Not Adj,Ohio,"10,800","12,500","1,700",13.40%
"2020, 04",1594504,OH,GEAUGA COUNTY,2020,April,Not Adj,Ohio,"37,100","44,500","7,300",16.50%
"2020, 04",1594510,OH,GREENE COUNTY,2020,April,Not Adj,Ohio,"70,300","80,600","10,300",12.80%
"2020, 04",1594516,OH,GUERNSEY COUNTY,2020,April,Not Adj,Ohio,"15,600","18,300","2,700",14.90%
"2020, 04",1594522,OH,HAMILTON COUNTY,2020,April,Not Adj,Ohio,"340,400","396,500","56,100",14.20%
"2020, 04",1594528,OH,HANCOCK COUNTY,2020,April,Not Adj,Ohio,"35,500","42,900","7,400",17.20%
"2020, 04",1594534,OH,HARDIN COUNTY,2020,April,Not Adj,Ohio,"10,500","13,500","3,000",22.40%
"2020, 04",1594540,OH,HARRISON COUNTY,2020,April,Not Adj,Ohio,"5,500","6,500","1,000",15.00%
"2020, 04",1594546,OH,HENRY COUNTY,2020,April,Not Adj,Ohio,"10,200","12,900","2,700",21.00%
"2020, 04",1594552,OH,HIGHLAND COUNTY,2020,April,Not Adj,Ohio,"13,300","16,700","3,400",20.10%
"2020, 04",1594558,OH,HOCKING COUNTY,2020,April,Not Adj,Ohio,"10,800","12,800","2,000",15.90%
"2020, 04",1594564,OH,HOLMES COUNTY,2020,April,Not Adj,Ohio,"19,400","20,800","1,300",6.40%
"2020, 04",1594570,OH,HURON COUNTY,2020,April,Not Adj,Ohio,"22,000","28,000","6,000",21.40%
"2020, 04",1594576,OH,JACKSON COUNTY,2020,April,Not Adj,Ohio,"10,800","12,700","1,900",15.00%
"2020, 04",1594582,OH,JEFFERSON COUNTY,2020,April,Not Adj,Ohio,"22,000","27,000","4,900",18.30%
"2020, 04",1594588,OH,KNOX COUNTY,2020,April,Not Adj,Ohio,"26,700","30,500","3,800",12.40%
"2020, 04",1594594,OH,LAKE COUNTY,2020,April,Not Adj,Ohio,"95,000","120,500","25,500",21.10%
"2020, 04",1594600,OH,LAWRENCE COUNTY,2020,April,Not Adj,Ohio,"19,900","23,800","3,900",16.20%
"2020, 04",1594606,OH,LICKING COUNTY,2020,April,Not Adj,Ohio,"75,500","87,000","11,500",13.30%
"2020, 04",1594612,OH,LOGAN COUNTY,2020,April,Not Adj,Ohio,"16,700","23,800","7,200",30.10%
"2020, 04",1594618,OH,LORAIN COUNTY,2020,April,Not Adj,Ohio,"115,100","153,000","37,900",24.80%
"2020, 04",1594624,OH,LUCAS COUNTY,2020,April,Not Adj,Ohio,"163,900","214,200","50,300",23.50%
"2020, 04",1594630,OH,MADISON COUNTY,2020,April,Not Adj,Ohio,"17,600","20,200","2,600",13.00%
"2020, 04",1594636,OH,MAHONING COUNTY,2020,April,Not Adj,Ohio,"80,300","100,600","20,300",20.20%
"2020, 04",1594642,OH,MARION COUNTY,2020,April,Not Adj,Ohio,"23,300","28,300","5,000",17.50%
"2020, 04",1594648,OH,MEDINA COUNTY,2020,April,Not Adj,Ohio,"73,700","92,600","18,900",20.40%
"2020, 04",1594654,OH,MEIGS COUNTY,2020,April,Not Adj,Ohio,"7,300","8,600","1,400",15.80%
"2020, 04",1594660,OH,MERCER COUNTY,2020,April,Not Adj,Ohio,"20,200","23,600","3,300",14.10%
"2020, 04",1594666,OH,MIAMI COUNTY,2020,April,Not Adj,Ohio,"45,800","54,500","8,700",15.90%
"2020, 04",1594672,OH,MONROE COUNTY,2020,April,Not Adj,Ohio,"4,300","5,200",800,16.30%
"2020, 04",1594678,OH,MONTGOMERY COUNTY,2020,April,Not Adj,Ohio,"211,600","254,700","43,100",16.90%
"2020, 04",1594684,OH,MORGAN COUNTY,2020,April,Not Adj,Ohio,"5,200","6,300","1,100",17.60%
"2020, 04",1594690,OH,MORROW COUNTY,2020,April,Not Adj,Ohio,"14,000","16,700","2,700",16.10%
"2020, 04",1594696,OH,MUSKINGUM COUNTY,2020,April,Not Adj,Ohio,"33,200","39,400","6,200",15.80%
"2020, 04",1594702,OH,NOBLE COUNTY,2020,April,Not Adj,Ohio,"3,800","4,600",800,16.70%
"2020, 04",1594708,OH,OTTAWA COUNTY,2020,April,Not Adj,Ohio,"16,000","19,900","3,800",19.40%
"2020, 04",1594714,OH,PAULDING COUNTY,2020,April,Not Adj,Ohio,"6,900","8,600","1,700",20.20%
"2020, 04",1594720,OH,PERRY COUNTY,2020,April,Not Adj,Ohio,"13,100","15,800","2,700",16.80%
"2020, 04",1594726,OH,PICKAWAY COUNTY,2020,April,Not Adj,Ohio,"22,100","25,600","3,500",13.80%
"2020, 04",1594732,OH,PIKE COUNTY,2020,April,Not Adj,Ohio,"8,900","10,800","1,900",17.80%
"2020, 04",1594738,OH,PORTAGE COUNTY,2020,April,Not Adj,Ohio,"70,000","81,900","11,900",14.60%
"2020, 04",1594744,OH,PREBLE COUNTY,2020,April,Not Adj,Ohio,"17,200","20,100","2,900",14.60%
"2020, 04",1594750,OH,PUTNAM COUNTY,2020,April,Not Adj,Ohio,"15,700","18,500","2,700",14.80%
"2020, 04",1594756,OH,RICHLAND COUNTY,2020,April,Not Adj,Ohio,"42,600","53,400","10,800",20.30%
"2020, 04",1594762,OH,ROSS COUNTY,2020,April,Not Adj,Ohio,"29,000","35,500","6,500",18.40%
"2020, 04",1594768,OH,SANDUSKY COUNTY,2020,April,Not Adj,Ohio,"24,300","30,300","6,000",19.80%
"2020, 04",1594774,OH,SCIOTO COUNTY,2020,April,Not Adj,Ohio,"24,300","28,600","4,300",14.90%
"2020, 04",1594780,OH,SENECA COUNTY,2020,April,Not Adj,Ohio,"21,500","27,300","5,800",21.20%
"2020, 04",1594786,OH,SHELBY COUNTY,2020,April,Not Adj,Ohio,"19,800","25,200","5,400",21.60%
"2020, 04",1594792,OH,STARK COUNTY,2020,April,Not Adj,Ohio,"151,100","180,300","29,200",16.20%
"2020, 04",1594798,OH,SUMMIT COUNTY,2020,April,Not Adj,Ohio,"218,000","260,200","42,200",16.20%
"2020, 04",1594804,OH,TRUMBULL COUNTY,2020,April,Not Adj,Ohio,"67,200","85,100","17,900",21.10%
"2020, 04",1594810,OH,TUSCARAWAS COUNTY,2020,April,Not Adj,Ohio,"37,700","44,500","6,700",15.20%
"2020, 04",1594816,OH,UNION COUNTY,2020,April,Not Adj,Ohio,"24,500","29,400","4,900",16.70%
"2020, 04",1594822,OH,VAN WERT COUNTY,2020,April,Not Adj,Ohio,"12,700","15,200","2,500",16.50%
"2020, 04",1594828,OH,VINTON COUNTY,2020,April,Not Adj,Ohio,"4,500","5,400",900,16.60%
"2020, 04",1594834,OH,WARREN COUNTY,2020,April,Not Adj,Ohio,"97,900","112,800","14,900",13.20%
"2020, 04",1594840,OH,WASHINGTON COUNTY,2020,April,Not Adj,Ohio,"23,800","27,900","4,100",14.90%
"2020, 04",1594846,OH,WAYNE COUNTY,2020,April,Not Adj,Ohio,"54,300","61,500","7,200",11.70%
"2020, 04",1594852,OH,WILLIAMS COUNTY,2020,April,Not Adj,Ohio,"15,200","19,300","4,100",21.20%
"2020, 04",1594858,OH,WOOD COUNTY,2020,April,Not Adj,Ohio,"56,200","67,700","11,500",16.90%
"2020, 04",1594864,OH,WYANDOT COUNTY,2020,April,Not Adj,Ohio,"10,500","13,200","2,700",20.40%
"2020, 04",1594876,OH,Akron City,2020,April,Not Adj,Ohio,"72,400","88,600","16,300",18.30%
"2020, 04",1594882,OH,Athens,2020,April,Not Adj,Ohio,"8,900","9,600",700,7.80%
"2020, 04",1594888,OH,Barberton City,2020,April,Not Adj,Ohio,"10,000","12,200","2,200",18.20%
"2020, 04",1594894,OH,Beavercreek City,2020,April,Not Adj,Ohio,"20,200","22,700","2,500",11.00%
"2020, 04",1594900,OH,Bowling Green City,2020,April,Not Adj,Ohio,"13,400","15,400","2,000",13.20%
"2020, 04",1594906,OH,Brunswick City,2020,April,Not Adj,Ohio,"15,300","19,600","4,300",22.00%
"2020, 04",1594912,OH,Canton City,2020,April,Not Adj,Ohio,"25,200","30,500","5,300",17.50%
"2020, 04",1594918,OH,Cincinnati City,2020,April,Not Adj,Ohio,"120,000","141,400","21,400",15.10%
"2020, 04",1594924,OH,Cleveland City,2020,April,Not Adj,Ohio,"117,300","158,800","41,500",26.10%
"2020, 04",1594930,OH,Cleveland Heights City,2020,April,Not Adj,Ohio,"17,200","21,100","3,900",18.60%
"2020, 04",1594936,OH,Columbus City,2020,April,Not Adj,Ohio,"395,500","463,400","67,900",14.60%
"2020, 04",1594942,OH,Cuyahoga Falls City,2020,April,Not Adj,Ohio,"21,300","25,700","4,400",17.10%
"2020, 04",1594948,OH,Dayton City,2020,April,Not Adj,Ohio,"48,800","60,500","11,700",19.30%
"2020, 04",1594954,OH,Delaware City,2020,April,Not Adj,Ohio,"18,000","20,900","3,000",14.10%
"2020, 04",1594960,OH,Dublin City,2020,April,Not Adj,Ohio,"22,200","24,700","2,500",10.20%
"2020, 04",1594966,OH,Elyria City,2020,April,Not Adj,Ohio,"20,400","27,700","7,300",26.40%
"2020, 04",1594972,OH,Euclid City,2020,April,Not Adj,Ohio,"16,700","22,000","5,200",23.80%
"2020, 04",1594978,OH,Fairborn City,2020,April,Not Adj,Ohio,"14,400","17,200","2,800",16.10%
"2020, 04",1594984,OH,Fairfield City,2020,April,Not Adj,Ohio,"20,100","23,900","3,800",15.80%
"2020, 04",1594990,OH,Findlay City,2020,April,Not Adj,Ohio,"18,600","23,100","4,500",19.40%
"2020, 04",1594996,OH,Gahanna City,2020,April,Not Adj,Ohio,"17,100","19,500","2,400",12.50%
"2020, 04",1595002,OH,Garfield Heights City,2020,April,Not Adj,Ohio,"10,100","13,400","3,300",24.70%
"2020, 04",1595008,OH,Green,2020,April,Not Adj,Ohio,"11,200","13,100","2,000",15.00%
"2020, 04",1595014,OH,Grove City,2020,April,Not Adj,Ohio,"18,800","21,400","2,600",12.20%
"2020, 04",1595020,OH,Hamilton City,2020,April,Not Adj,Ohio,"23,000","27,400","4,400",16.20%
"2020, 04",1595026,OH,Hilliard City,2020,April,Not Adj,Ohio,"16,600","18,600","1,900",10.30%
"2020, 04",1595032,OH,Huber Heights City,2020,April,Not Adj,Ohio,"15,300","18,800","3,400",18.30%
"2020, 04",1595038,OH,Kent City,2020,April,Not Adj,Ohio,"13,400","15,100","1,700",11.40%
"2020, 04",1595044,OH,Kettering City,2020,April,Not Adj,Ohio,"24,500","29,200","4,700",16.10%
"2020, 04",1595050,OH,Lakewood City,2020,April,Not Adj,Ohio,"22,600","30,000","7,400",24.50%
"2020, 04",1595056,OH,Lancaster City,2020,April,Not Adj,Ohio,"15,100","18,500","3,300",18.00%
"2020, 04",1595062,OH,Lima City,2020,April,Not Adj,Ohio,"11,600","15,300","3,700",24.00%
"2020, 04",1595068,OH,Lorain City,2020,April,Not Adj,Ohio,"20,400","29,600","9,300",31.30%
"2020, 04",1595074,OH,Mansfield City,2020,April,Not Adj,Ohio,"14,100","18,400","4,300",23.40%
"2020, 04",1595080,OH,Maple Heights City,2020,April,Not Adj,Ohio,"7,500","10,100","2,600",26.00%
"2020, 04",1595086,OH,Marion City,2020,April,Not Adj,Ohio,"11,300","14,000","2,700",19.60%
"2020, 04",1595092,OH,Mason City,2020,April,Not Adj,Ohio,"14,300","16,300","2,000",12.30%
"2020, 04",1595098,OH,Massillon City,2020,April,Not Adj,Ohio,"12,500","15,100","2,600",17.40%
"2020, 04",1595104,OH,Medina City,2020,April,Not Adj,Ohio,"10,000","13,000","3,000",23.30%
"2020, 04",1595110,OH,Mentor City,2020,April,Not Adj,Ohio,"20,300","25,400","5,100",20.10%
"2020, 04",1595116,OH,Middletown City,2020,April,Not Adj,Ohio,"17,100","21,100","4,000",19.00%
"2020, 04",1595122,OH,Newark City,2020,April,Not Adj,Ohio,"20,200","23,800","3,600",15.30%
"2020, 04",1595128,OH,North Olmsted City,2020,April,Not Adj,Ohio,"13,100","17,300","4,200",24.10%
"2020, 04",1595134,OH,North Ridgeville,2020,April,Not Adj,Ohio,"13,800","17,600","3,900",21.90%
"2020, 04",1595140,OH,North Royalton,2020,April,Not Adj,Ohio,"13,200","16,700","3,500",20.70%
"2020, 04",1595146,OH,Parma City,2020,April,Not Adj,Ohio,"31,500","42,400","10,900",25.70%
"2020, 04",1595152,OH,Reynoldsburg City,2020,April,Not Adj,Ohio,"17,700","20,800","3,200",15.20%
"2020, 04",1595158,OH,Riverside City,2020,April,Not Adj,Ohio,"9,100","11,200","2,100",18.90%
"2020, 04",1595164,OH,Sandusky City,2020,April,Not Adj,Ohio,"8,800","12,800","4,000",31.50%
"2020, 04",1595170,OH,Shaker Heights City,2020,April,Not Adj,Ohio,"10,700","12,600","1,900",15.40%
"2020, 04",1595176,OH,South Euclid City,2020,April,Not Adj,Ohio,"9,200","11,700","2,500",21.00%
"2020, 04",1595182,OH,Springfield City,2020,April,Not Adj,Ohio,"21,400","26,400","5,000",19.00%
"2020, 04",1595188,OH,Stow City,2020,April,Not Adj,Ohio,"15,100","17,600","2,500",14.40%
"2020, 04",1595194,OH,Strongsville City,2020,April,Not Adj,Ohio,"18,600","23,300","4,700",20.00%
"2020, 04",1595200,OH,Toledo City,2020,April,Not Adj,Ohio,"99,300","134,600","35,300",26.20%
"2020, 04",1595206,OH,Trotwood City,2020,April,Not Adj,Ohio,"8,900","10,900","2,000",18.60%
"2020, 04",1595212,OH,Troy,2020,April,Not Adj,Ohio,"11,800","14,200","2,400",16.80%
"2020, 04",1595218,OH,Upper Arlington City,2020,April,Not Adj,Ohio,"15,600","17,000","1,400",8.30%
"2020, 04",1595224,OH,Warren City,2020,April,Not Adj,Ohio,"10,400","13,600","3,200",23.70%
"2020, 04",1595230,OH,Westerville City,2020,April,Not Adj,Ohio,"18,900","21,400","2,500",11.70%
"2020, 04",1595236,OH,Westlake City,2020,April,Not Adj,Ohio,"12,900","16,000","3,000",19.00%
"2020, 04",1595242,OH,Wooster City,2020,April,Not Adj,Ohio,"12,300","14,200","1,900",13.50%
"2020, 04",1595248,OH,Xenia City,2020,April,Not Adj,Ohio,"9,700","11,700","2,000",17.30%
"2020, 04",1595254,OH,Youngstown City,2020,April,Not Adj,Ohio,"17,300","21,700","4,400",20.40%
"2020, 04",1595260,OH,Zanesville City,2020,April,Not Adj,Ohio,"8,200","10,100","1,900",18.80%
"2020, 03",1594331,OH,Ohio,2020,March,Not Adj,Ohio,"5,418,800","5,729,900","311,000",5.40%
"2020, 03",1594341,OH,ADAMS COUNTY,2020,March,Not Adj,Ohio,"9,800","10,800","1,000",9.10%
"2020, 03",1594347,OH,ALLEN COUNTY,2020,March,Not Adj,Ohio,"44,900","47,500","2,600",5.40%
"2020, 03",1594353,OH,ASHLAND COUNTY,2020,March,Not Adj,Ohio,"25,700","27,000","1,400",5.10%
"2020, 03",1594359,OH,ASHTABULA COUNTY,2020,March,Not Adj,Ohio,"41,300","44,100","2,800",6.30%
"2020, 03",1594365,OH,ATHENS COUNTY,2020,March,Not Adj,Ohio,"27,400","29,200","1,700",5.90%
"2020, 03",1594371,OH,AUGLAIZE COUNTY,2020,March,Not Adj,Ohio,"23,900","24,900","1,000",3.80%
"2020, 03",1594377,OH,BELMONT COUNTY,2020,March,Not Adj,Ohio,"27,300","29,700","2,500",8.20%
"2020, 03",1594383,OH,BROWN COUNTY,2020,March,Not Adj,Ohio,"18,300","19,600","1,300",6.60%
"2020, 03",1594389,OH,BUTLER COUNTY,2020,March,Not Adj,Ohio,"184,600","193,100","8,600",4.40%
"2020, 03",1594395,OH,CARROLL COUNTY,2020,March,Not Adj,Ohio,"12,100","13,000",900,7.00%
"2020, 03",1594401,OH,CHAMPAIGN COUNTY,2020,March,Not Adj,Ohio,"19,200","20,100",900,4.60%
"2020, 03",1594407,OH,CLARK COUNTY,2020,March,Not Adj,Ohio,"60,300","63,700","3,400",5.30%
"2020, 03",1594413,OH,CLERMONT COUNTY,2020,March,Not Adj,Ohio,"101,000","105,800","4,800",4.50%
