Claim Type1,Parish1,Region,Week Ending,Claims,Number of Records
Continued,Jefferson Parish,RLMA 1 - New Orleans,4/4/20,16328,1
Continued,Orleans Parish,RLMA 1 - New Orleans,4/4/20,19254,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,4/4/20,511,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,4/4/20,1769,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,4/4/20,1454,1
Continued,St. James Parish,RLMA 1 - New Orleans,4/4/20,421,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,4/4/20,1230,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,4/4/20,6583,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,4/4/20,2782,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,4/4/20,11408,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,4/4/20,273,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,4/4/20,764,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,4/4/20,3480,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,4/4/20,403,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,4/4/20,136,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,4/4/20,3575,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,4/4/20,592,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,4/4/20,613,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,4/4/20,173,1
Continued,Assumption Parish,RLMA 3 - Houma,4/4/20,394,1
Continued,Lafourche Parish,RLMA 3 - Houma,4/4/20,1481,1
Continued,Terrebonne Parish,RLMA 3 - Houma,4/4/20,2203,1
Continued,Acadia Parish,RLMA 4 - Lafayette,4/4/20,916,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,4/4/20,309,1
Continued,Iberia Parish,RLMA 4 - Lafayette,4/4/20,1335,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,4/4/20,5830,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,4/4/20,1434,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,4/4/20,977,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,4/4/20,867,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,4/4/20,989,1
Continued,Allen Parish,RLMA 5 - Lake Charles,4/4/20,231,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,4/4/20,479,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,4/4/20,5356,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,4/4/20,57,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,4/4/20,441,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,4/4/20,588,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,4/4/20,1059,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,4/4/20,80,1
Continued,Concordia Parish,RLMA 6 - Alexandria,4/4/20,173,1
Continued,Grant Parish,RLMA 6 - Alexandria,4/4/20,219,1
Continued,La Salle Parish,RLMA 6 - Alexandria,4/4/20,363,1
Continued,Rapides Parish,RLMA 6 - Alexandria,4/4/20,1979,1
Continued,Winn Parish,RLMA 6 - Alexandria,4/4/20,77,1
Continued,Bienville Parish,RLMA 7 - Shreveport,4/4/20,160,1
Continued,Bossier Parish,RLMA 7 - Shreveport,4/4/20,2260,1
Continued,Caddo Parish,RLMA 7 - Shreveport,4/4/20,5086,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,4/4/20,99,1
Continued,De Soto Parish,RLMA 7 - Shreveport,4/4/20,327,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,4/4/20,590,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,4/4/20,537,1
Continued,Red River Parish,RLMA 7 - Shreveport,4/4/20,79,1
Continued,Sabine Parish,RLMA 7 - Shreveport,4/4/20,163,1
Continued,Webster Parish,RLMA 7 - Shreveport,4/4/20,555,1
Continued,Caldwell Parish,RLMA 8 - Monroe,4/4/20,92,1
Continued,East Carroll Parish,RLMA 8 - Monroe,4/4/20,75,1
Continued,Franklin Parish,RLMA 8 - Monroe,4/4/20,191,1
Continued,Jackson Parish,RLMA 8 - Monroe,4/4/20,125,1
Continued,Madison Parish,RLMA 8 - Monroe,4/4/20,82,1
Continued,Morehouse Parish,RLMA 8 - Monroe,4/4/20,411,1
Continued,Ouachita Parish,RLMA 8 - Monroe,4/4/20,3039,1
Continued,Richland Parish,RLMA 8 - Monroe,4/4/20,254,1
Continued,Tensas Parish,RLMA 8 - Monroe,4/4/20,40,1
Continued,Union Parish,RLMA 8 - Monroe,4/4/20,241,1
Continued,West Carroll Parish,RLMA 8 - Monroe,4/4/20,110,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,3/28/20,7889,1
Continued,Orleans Parish,RLMA 1 - New Orleans,3/28/20,10474,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,3/28/20,198,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,3/28/20,881,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,3/28/20,665,1
Continued,St. James Parish,RLMA 1 - New Orleans,3/28/20,194,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,3/28/20,509,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,3/28/20,3138,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,3/28/20,1122,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,3/28/20,5591,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,3/28/20,105,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,3/28/20,355,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,3/28/20,1526,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,3/28/20,194,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,3/28/20,53,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,3/28/20,1608,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,3/28/20,260,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,3/28/20,274,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,3/28/20,85,1
Continued,Assumption Parish,RLMA 3 - Houma,3/28/20,129,1
Continued,Lafourche Parish,RLMA 3 - Houma,3/28/20,607,1
Continued,Terrebonne Parish,RLMA 3 - Houma,3/28/20,947,1
Continued,Acadia Parish,RLMA 4 - Lafayette,3/28/20,405,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,3/28/20,139,1
Continued,Iberia Parish,RLMA 4 - Lafayette,3/28/20,543,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,3/28/20,2733,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,3/28/20,588,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,3/28/20,401,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,3/28/20,354,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,3/28/20,442,1
Continued,Allen Parish,RLMA 5 - Lake Charles,3/28/20,100,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,3/28/20,241,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,3/28/20,2452,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,3/28/20,26,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,3/28/20,161,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,3/28/20,334,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,3/28/20,572,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,3/28/20,31,1
Continued,Concordia Parish,RLMA 6 - Alexandria,3/28/20,84,1
Continued,Grant Parish,RLMA 6 - Alexandria,3/28/20,95,1
Continued,La Salle Parish,RLMA 6 - Alexandria,3/28/20,158,1
Continued,Rapides Parish,RLMA 6 - Alexandria,3/28/20,773,1
Continued,Winn Parish,RLMA 6 - Alexandria,3/28/20,41,1
Continued,Bienville Parish,RLMA 7 - Shreveport,3/28/20,79,1
Continued,Bossier Parish,RLMA 7 - Shreveport,3/28/20,986,1
Continued,Caddo Parish,RLMA 7 - Shreveport,3/28/20,2351,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,3/28/20,51,1
Continued,De Soto Parish,RLMA 7 - Shreveport,3/28/20,157,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,3/28/20,231,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,3/28/20,268,1
Continued,Red River Parish,RLMA 7 - Shreveport,3/28/20,41,1
Continued,Sabine Parish,RLMA 7 - Shreveport,3/28/20,94,1
Continued,Webster Parish,RLMA 7 - Shreveport,3/28/20,269,1
Continued,Caldwell Parish,RLMA 8 - Monroe,3/28/20,35,1
Continued,East Carroll Parish,RLMA 8 - Monroe,3/28/20,49,1
Continued,Franklin Parish,RLMA 8 - Monroe,3/28/20,100,1
Continued,Jackson Parish,RLMA 8 - Monroe,3/28/20,50,1
Continued,Madison Parish,RLMA 8 - Monroe,3/28/20,44,1
Continued,Morehouse Parish,RLMA 8 - Monroe,3/28/20,207,1
Continued,Ouachita Parish,RLMA 8 - Monroe,3/28/20,1249,1
Continued,Richland Parish,RLMA 8 - Monroe,3/28/20,135,1
Continued,Tensas Parish,RLMA 8 - Monroe,3/28/20,26,1
Continued,Union Parish,RLMA 8 - Monroe,3/28/20,94,1
Continued,West Carroll Parish,RLMA 8 - Monroe,3/28/20,48,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,4/11/20,29264,1
Continued,Orleans Parish,RLMA 1 - New Orleans,4/11/20,31558,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,4/11/20,977,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,4/11/20,2895,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,4/11/20,2656,1
Continued,St. James Parish,RLMA 1 - New Orleans,4/11/20,794,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,4/11/20,2259,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,4/11/20,12416,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,4/11/20,5676,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,4/11/20,21123,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,4/11/20,555,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,4/11/20,1321,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,4/11/20,6445,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,4/11/20,760,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,4/11/20,270,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,4/11/20,6678,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,4/11/20,1174,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,4/11/20,1145,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,4/11/20,304,1
Continued,Assumption Parish,RLMA 3 - Houma,4/11/20,860,1
Continued,Lafourche Parish,RLMA 3 - Houma,4/11/20,2873,1
Continued,Terrebonne Parish,RLMA 3 - Houma,4/11/20,4295,1
Continued,Acadia Parish,RLMA 4 - Lafayette,4/11/20,1750,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,4/11/20,634,1
Continued,Iberia Parish,RLMA 4 - Lafayette,4/11/20,2588,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,4/11/20,10819,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,4/11/20,2602,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,4/11/20,1838,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,4/11/20,1776,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,4/11/20,1971,1
Continued,Allen Parish,RLMA 5 - Lake Charles,4/11/20,521,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,4/11/20,914,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,4/11/20,10387,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,4/11/20,100,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,4/11/20,910,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,4/11/20,1066,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,4/11/20,1512,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,4/11/20,170,1
Continued,Concordia Parish,RLMA 6 - Alexandria,4/11/20,310,1
Continued,Grant Parish,RLMA 6 - Alexandria,4/11/20,392,1
Continued,La Salle Parish,RLMA 6 - Alexandria,4/11/20,694,1
Continued,Rapides Parish,RLMA 6 - Alexandria,4/11/20,3596,1
Continued,Winn Parish,RLMA 6 - Alexandria,4/11/20,169,1
Continued,Bienville Parish,RLMA 7 - Shreveport,4/11/20,278,1
Continued,Bossier Parish,RLMA 7 - Shreveport,4/11/20,4548,1
Continued,Caddo Parish,RLMA 7 - Shreveport,4/11/20,9939,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,4/11/20,161,1
Continued,De Soto Parish,RLMA 7 - Shreveport,4/11/20,641,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,4/11/20,1119,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,4/11/20,875,1
Continued,Red River Parish,RLMA 7 - Shreveport,4/11/20,135,1
Continued,Sabine Parish,RLMA 7 - Shreveport,4/11/20,318,1
Continued,Webster Parish,RLMA 7 - Shreveport,4/11/20,1065,1
Continued,Caldwell Parish,RLMA 8 - Monroe,4/11/20,190,1
Continued,East Carroll Parish,RLMA 8 - Monroe,4/11/20,113,1
Continued,Franklin Parish,RLMA 8 - Monroe,4/11/20,327,1
Continued,Jackson Parish,RLMA 8 - Monroe,4/11/20,245,1
Continued,Madison Parish,RLMA 8 - Monroe,4/11/20,139,1
Continued,Morehouse Parish,RLMA 8 - Monroe,4/11/20,675,1
Continued,Ouachita Parish,RLMA 8 - Monroe,4/11/20,5559,1
Continued,Richland Parish,RLMA 8 - Monroe,4/11/20,445,1
Continued,Tensas Parish,RLMA 8 - Monroe,4/11/20,57,1
Continued,Union Parish,RLMA 8 - Monroe,4/11/20,483,1
Continued,West Carroll Parish,RLMA 8 - Monroe,4/11/20,198,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,3/14/20,892,1
Continued,Orleans Parish,RLMA 1 - New Orleans,3/14/20,874,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,3/14/20,30,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,3/14/20,106,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,3/14/20,105,1
Continued,St. James Parish,RLMA 1 - New Orleans,3/14/20,78,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,3/14/20,152,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,3/14/20,351,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,3/14/20,241,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,3/14/20,1059,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,3/14/20,27,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,3/14/20,127,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,3/14/20,246,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,3/14/20,55,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,3/14/20,19,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,3/14/20,338,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,3/14/20,95,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,3/14/20,68,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,3/14/20,23,1
Continued,Assumption Parish,RLMA 3 - Houma,3/14/20,52,1
Continued,Lafourche Parish,RLMA 3 - Houma,3/14/20,156,1
Continued,Terrebonne Parish,RLMA 3 - Houma,3/14/20,188,1
Continued,Acadia Parish,RLMA 4 - Lafayette,3/14/20,118,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,3/14/20,63,1
Continued,Iberia Parish,RLMA 4 - Lafayette,3/14/20,205,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,3/14/20,515,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,3/14/20,252,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,3/14/20,112,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,3/14/20,146,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,3/14/20,134,1
Continued,Allen Parish,RLMA 5 - Lake Charles,3/14/20,46,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,3/14/20,106,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,3/14/20,557,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,3/14/20,13,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,3/14/20,60,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,3/14/20,196,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,3/14/20,93,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,3/14/20,21,1
Continued,Concordia Parish,RLMA 6 - Alexandria,3/14/20,47,1
Continued,Grant Parish,RLMA 6 - Alexandria,3/14/20,38,1
Continued,La Salle Parish,RLMA 6 - Alexandria,3/14/20,34,1
Continued,Rapides Parish,RLMA 6 - Alexandria,3/14/20,231,1
Continued,Winn Parish,RLMA 6 - Alexandria,3/14/20,30,1
Continued,Bienville Parish,RLMA 7 - Shreveport,3/14/20,44,1
Continued,Bossier Parish,RLMA 7 - Shreveport,3/14/20,204,1
Continued,Caddo Parish,RLMA 7 - Shreveport,3/14/20,651,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,3/14/20,37,1
Continued,De Soto Parish,RLMA 7 - Shreveport,3/14/20,80,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,3/14/20,86,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,3/14/20,91,1
Continued,Red River Parish,RLMA 7 - Shreveport,3/14/20,31,1
Continued,Sabine Parish,RLMA 7 - Shreveport,3/14/20,30,1
Continued,Webster Parish,RLMA 7 - Shreveport,3/14/20,107,1
Continued,Caldwell Parish,RLMA 8 - Monroe,3/14/20,17,1
Continued,East Carroll Parish,RLMA 8 - Monroe,3/14/20,35,1
Continued,Franklin Parish,RLMA 8 - Monroe,3/14/20,60,1
Continued,Jackson Parish,RLMA 8 - Monroe,3/14/20,37,1
Continued,Madison Parish,RLMA 8 - Monroe,3/14/20,24,1
Continued,Morehouse Parish,RLMA 8 - Monroe,3/14/20,147,1
Continued,Ouachita Parish,RLMA 8 - Monroe,3/14/20,447,1
Continued,Richland Parish,RLMA 8 - Monroe,3/14/20,73,1
Continued,Tensas Parish,RLMA 8 - Monroe,3/14/20,21,1
Continued,Union Parish,RLMA 8 - Monroe,3/14/20,53,1
Continued,West Carroll Parish,RLMA 8 - Monroe,3/14/20,33,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,3/21/20,967,1
Continued,Orleans Parish,RLMA 1 - New Orleans,3/21/20,953,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,3/21/20,33,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,3/21/20,114,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,3/21/20,111,1
Continued,St. James Parish,RLMA 1 - New Orleans,3/21/20,78,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,3/21/20,155,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,3/21/20,359,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,3/21/20,267,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,3/21/20,1062,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,3/21/20,32,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,3/21/20,135,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,3/21/20,255,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,3/21/20,53,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,3/21/20,21,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,3/21/20,347,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,3/21/20,102,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,3/21/20,72,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,3/21/20,28,1
Continued,Assumption Parish,RLMA 3 - Houma,3/21/20,58,1
Continued,Lafourche Parish,RLMA 3 - Houma,3/21/20,150,1
Continued,Terrebonne Parish,RLMA 3 - Houma,3/21/20,180,1
Continued,Acadia Parish,RLMA 4 - Lafayette,3/21/20,116,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,3/21/20,64,1
Continued,Iberia Parish,RLMA 4 - Lafayette,3/21/20,202,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,3/21/20,509,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,3/21/20,238,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,3/21/20,114,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,3/21/20,147,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,3/21/20,128,1
Continued,Allen Parish,RLMA 5 - Lake Charles,3/21/20,53,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,3/21/20,100,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,3/21/20,589,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,3/21/20,14,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,3/21/20,57,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,3/21/20,200,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,3/21/20,96,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,3/21/20,22,1
Continued,Concordia Parish,RLMA 6 - Alexandria,3/21/20,45,1
Continued,Grant Parish,RLMA 6 - Alexandria,3/21/20,36,1
Continued,La Salle Parish,RLMA 6 - Alexandria,3/21/20,40,1
Continued,Rapides Parish,RLMA 6 - Alexandria,3/21/20,236,1
Continued,Winn Parish,RLMA 6 - Alexandria,3/21/20,29,1
Continued,Bienville Parish,RLMA 7 - Shreveport,3/21/20,42,1
Continued,Bossier Parish,RLMA 7 - Shreveport,3/21/20,202,1
Continued,Caddo Parish,RLMA 7 - Shreveport,3/21/20,638,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,3/21/20,37,1
Continued,De Soto Parish,RLMA 7 - Shreveport,3/21/20,73,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,3/21/20,78,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,3/21/20,89,1
Continued,Red River Parish,RLMA 7 - Shreveport,3/21/20,30,1
Continued,Sabine Parish,RLMA 7 - Shreveport,3/21/20,35,1
Continued,Webster Parish,RLMA 7 - Shreveport,3/21/20,104,1
Continued,Caldwell Parish,RLMA 8 - Monroe,3/21/20,18,1
Continued,East Carroll Parish,RLMA 8 - Monroe,3/21/20,36,1
Continued,Franklin Parish,RLMA 8 - Monroe,3/21/20,59,1
Continued,Jackson Parish,RLMA 8 - Monroe,3/21/20,34,1
Continued,Madison Parish,RLMA 8 - Monroe,3/21/20,23,1
Continued,Morehouse Parish,RLMA 8 - Monroe,3/21/20,135,1
Continued,Ouachita Parish,RLMA 8 - Monroe,3/21/20,436,1
Continued,Richland Parish,RLMA 8 - Monroe,3/21/20,75,1
Continued,Tensas Parish,RLMA 8 - Monroe,3/21/20,22,1
Continued,Union Parish,RLMA 8 - Monroe,3/21/20,51,1
Continued,West Carroll Parish,RLMA 8 - Monroe,3/21/20,30,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,4/18/20,32522,1
Continued,Orleans Parish,RLMA 1 - New Orleans,4/18/20,34204,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,4/18/20,1051,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,4/18/20,3092,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,4/18/20,2929,1
Continued,St. James Parish,RLMA 1 - New Orleans,4/18/20,948,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,4/18/20,2730,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,4/18/20,13412,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,4/18/20,6522,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,4/18/20,24405,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,4/18/20,635,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,4/18/20,1538,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,4/18/20,7076,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,4/18/20,881,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,4/18/20,308,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,4/18/20,7681,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,4/18/20,1316,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,4/18/20,1286,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,4/18/20,352,1
Continued,Assumption Parish,RLMA 3 - Houma,4/18/20,1026,1
Continued,Lafourche Parish,RLMA 3 - Houma,4/18/20,3375,1
Continued,Terrebonne Parish,RLMA 3 - Houma,4/18/20,4965,1
Continued,Acadia Parish,RLMA 4 - Lafayette,4/18/20,1955,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,4/18/20,756,1
Continued,Iberia Parish,RLMA 4 - Lafayette,4/18/20,3083,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,4/18/20,11953,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,4/18/20,3101,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,4/18/20,2006,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,4/18/20,2181,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,4/18/20,2138,1
Continued,Allen Parish,RLMA 5 - Lake Charles,4/18/20,809,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,4/18/20,1077,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,4/18/20,11956,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,4/18/20,143,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,4/18/20,1102,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,4/18/20,1178,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,4/18/20,1657,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,4/18/20,204,1
Continued,Concordia Parish,RLMA 6 - Alexandria,4/18/20,345,1
Continued,Grant Parish,RLMA 6 - Alexandria,4/18/20,483,1
Continued,La Salle Parish,RLMA 6 - Alexandria,4/18/20,784,1
Continued,Rapides Parish,RLMA 6 - Alexandria,4/18/20,3977,1
Continued,Winn Parish,RLMA 6 - Alexandria,4/18/20,209,1
Continued,Bienville Parish,RLMA 7 - Shreveport,4/18/20,323,1
Continued,Bossier Parish,RLMA 7 - Shreveport,4/18/20,5317,1
Continued,Caddo Parish,RLMA 7 - Shreveport,4/18/20,11828,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,4/18/20,191,1
Continued,De Soto Parish,RLMA 7 - Shreveport,4/18/20,730,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,4/18/20,1303,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,4/18/20,1028,1
Continued,Red River Parish,RLMA 7 - Shreveport,4/18/20,163,1
Continued,Sabine Parish,RLMA 7 - Shreveport,4/18/20,332,1
Continued,Webster Parish,RLMA 7 - Shreveport,4/18/20,1221,1
Continued,Caldwell Parish,RLMA 8 - Monroe,4/18/20,226,1
