Claim Type1,Parish1,Region,Week Ending,Claims,Number of Records
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,6/20/20,9790,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,6/20/20,2137,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,6/20/20,1652,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,6/20/20,415,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,6/27/20,6921,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,6/27/20,31520,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,6/27/20,830,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,6/27/20,2237,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,6/27/20,7013,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,6/27/20,1133,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,6/27/20,556,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,6/27/20,9833,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,6/27/20,2123,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,6/27/20,1660,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,6/27/20,421,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,7/4/20,6963,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,7/4/20,31598,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,7/4/20,841,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,7/4/20,2266,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,7/4/20,7014,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,7/4/20,1139,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,7/4/20,550,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,7/4/20,9881,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,7/4/20,2157,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,7/4/20,1669,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,7/4/20,416,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,7/11/20,6974,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,7/11/20,32061,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,7/11/20,863,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,7/11/20,2245,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,7/11/20,7134,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,7/11/20,1171,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,7/11/20,556,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,7/11/20,10085,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,7/11/20,2166,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,7/11/20,1694,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,7/11/20,421,1
Continued,Assumption Parish,RLMA 3 - Houma,5/23/20,1331,1
Continued,Lafourche Parish,RLMA 3 - Houma,5/23/20,4423,1
Continued,Terrebonne Parish,RLMA 3 - Houma,5/23/20,6361,1
Continued,Assumption Parish,RLMA 3 - Houma,5/30/20,1274,1
Continued,Lafourche Parish,RLMA 3 - Houma,5/30/20,4111,1
Continued,Terrebonne Parish,RLMA 3 - Houma,5/30/20,5977,1
Continued,Assumption Parish,RLMA 3 - Houma,6/6/20,1273,1
Continued,Lafourche Parish,RLMA 3 - Houma,6/6/20,4109,1
Continued,Terrebonne Parish,RLMA 3 - Houma,6/6/20,5917,1
Continued,Assumption Parish,RLMA 3 - Houma,6/13/20,1260,1
Continued,Lafourche Parish,RLMA 3 - Houma,6/13/20,4176,1
Continued,Terrebonne Parish,RLMA 3 - Houma,6/13/20,5880,1
Continued,Assumption Parish,RLMA 3 - Houma,6/20/20,1271,1
Continued,Lafourche Parish,RLMA 3 - Houma,6/20/20,4125,1
Continued,Terrebonne Parish,RLMA 3 - Houma,6/20/20,5924,1
Continued,Assumption Parish,RLMA 3 - Houma,6/27/20,1253,1
Continued,Lafourche Parish,RLMA 3 - Houma,6/27/20,4156,1
Continued,Terrebonne Parish,RLMA 3 - Houma,6/27/20,5916,1
Continued,Assumption Parish,RLMA 3 - Houma,7/4/20,1298,1
Continued,Lafourche Parish,RLMA 3 - Houma,7/4/20,4157,1
Continued,Terrebonne Parish,RLMA 3 - Houma,7/4/20,6011,1
Continued,Assumption Parish,RLMA 3 - Houma,7/11/20,1283,1
Continued,Lafourche Parish,RLMA 3 - Houma,7/11/20,4269,1
Continued,Terrebonne Parish,RLMA 3 - Houma,7/11/20,6130,1
Continued,Acadia Parish,RLMA 4 - Lafayette,5/23/20,2939,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,5/23/20,1265,1
Continued,Iberia Parish,RLMA 4 - Lafayette,5/23/20,4217,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,5/23/20,15456,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,5/23/20,4682,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,5/23/20,2835,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,5/23/20,3067,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,5/23/20,2701,1
Continued,Acadia Parish,RLMA 4 - Lafayette,5/30/20,2705,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,5/30/20,1154,1
Continued,Iberia Parish,RLMA 4 - Lafayette,5/30/20,3983,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,5/30/20,14322,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,5/30/20,4384,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,5/30/20,2597,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,5/30/20,2895,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,5/30/20,2485,1
Continued,Acadia Parish,RLMA 4 - Lafayette,6/6/20,2718,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,6/6/20,1148,1
Continued,Iberia Parish,RLMA 4 - Lafayette,6/6/20,4067,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,6/6/20,14147,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,6/6/20,4350,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,6/6/20,2660,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,6/6/20,2843,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,6/6/20,2505,1
Continued,Acadia Parish,RLMA 4 - Lafayette,6/13/20,2687,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,6/13/20,1185,1
Continued,Iberia Parish,RLMA 4 - Lafayette,6/13/20,4061,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,6/13/20,13916,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,6/13/20,4313,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,6/13/20,2639,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,6/13/20,2900,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,6/13/20,2486,1
Continued,Acadia Parish,RLMA 4 - Lafayette,6/20/20,2726,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,6/20/20,1204,1
Continued,Iberia Parish,RLMA 4 - Lafayette,6/20/20,4157,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,6/20/20,13805,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,6/20/20,4398,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,6/20/20,2665,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,6/20/20,2925,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,6/20/20,2510,1
Continued,Acadia Parish,RLMA 4 - Lafayette,6/27/20,2744,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,6/27/20,1263,1
Continued,Iberia Parish,RLMA 4 - Lafayette,6/27/20,4225,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,6/27/20,13904,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,6/27/20,4392,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,6/27/20,2689,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,6/27/20,2960,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,6/27/20,2552,1
Continued,Acadia Parish,RLMA 4 - Lafayette,7/4/20,2815,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,7/4/20,1263,1
Continued,Iberia Parish,RLMA 4 - Lafayette,7/4/20,4346,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,7/4/20,14176,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,7/4/20,4463,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,7/4/20,2735,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,7/4/20,2973,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,7/4/20,2629,1
Continued,Acadia Parish,RLMA 4 - Lafayette,7/11/20,2878,1
Continued,Evangeline Parish,RLMA 4 - Lafayette,7/11/20,1312,1
Continued,Iberia Parish,RLMA 4 - Lafayette,7/11/20,4544,1
Continued,Lafayette Parish,RLMA 4 - Lafayette,7/11/20,14500,1
Continued,St. Landry Parish,RLMA 4 - Lafayette,7/11/20,4583,1
Continued,St. Martin Parish,RLMA 4 - Lafayette,7/11/20,2846,1
Continued,St. Mary Parish,RLMA 4 - Lafayette,7/11/20,3035,1
Continued,Vermilion Parish,RLMA 4 - Lafayette,7/11/20,2649,1
Continued,Allen Parish,RLMA 5 - Lake Charles,5/23/20,1402,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,5/23/20,1433,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,5/23/20,16452,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,5/23/20,182,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,5/23/20,1657,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,5/23/20,1526,1
Continued,Allen Parish,RLMA 5 - Lake Charles,5/30/20,1226,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,5/30/20,1302,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,5/30/20,14866,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,5/30/20,164,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,5/30/20,1480,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,5/30/20,1408,1
Continued,Allen Parish,RLMA 5 - Lake Charles,6/6/20,1137,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,6/6/20,1295,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,6/6/20,14538,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,6/6/20,165,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,6/6/20,1501,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,6/6/20,1396,1
Continued,Allen Parish,RLMA 5 - Lake Charles,6/13/20,1122,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,6/13/20,1278,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,6/13/20,14171,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,6/13/20,159,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,6/13/20,1474,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,6/13/20,1325,1
Continued,Allen Parish,RLMA 5 - Lake Charles,6/20/20,1109,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,6/20/20,1282,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,6/20/20,14013,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,6/20/20,159,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,6/20/20,1490,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,6/20/20,1325,1
Continued,Allen Parish,RLMA 5 - Lake Charles,6/27/20,1101,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,6/27/20,1286,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,6/27/20,13989,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,6/27/20,155,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,6/27/20,1461,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,6/27/20,1354,1
Continued,Allen Parish,RLMA 5 - Lake Charles,7/4/20,1114,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,7/4/20,1320,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,7/4/20,14243,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,7/4/20,155,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,7/4/20,1503,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,7/4/20,1467,1
Continued,Allen Parish,RLMA 5 - Lake Charles,7/11/20,1113,1
Continued,Beauregard Parish,RLMA 5 - Lake Charles,7/11/20,1343,1
Continued,Calcasieu Parish,RLMA 5 - Lake Charles,7/11/20,14595,1
Continued,Cameron Parish,RLMA 5 - Lake Charles,7/11/20,161,1
Continued,Jefferson Davis Parish,RLMA 5 - Lake Charles,7/11/20,1510,1
Continued,Vernon Parish,RLMA 5 - Lake Charles,7/11/20,1502,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,5/23/20,2054,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,5/23/20,279,1
Continued,Concordia Parish,RLMA 6 - Alexandria,5/23/20,568,1
Continued,Grant Parish,RLMA 6 - Alexandria,5/23/20,645,1
Continued,La Salle Parish,RLMA 6 - Alexandria,5/23/20,1071,1
Continued,Rapides Parish,RLMA 6 - Alexandria,5/23/20,5495,1
Continued,Winn Parish,RLMA 6 - Alexandria,5/23/20,318,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,5/30/20,1686,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,5/30/20,301,1
Continued,Concordia Parish,RLMA 6 - Alexandria,5/30/20,550,1
Continued,Grant Parish,RLMA 6 - Alexandria,5/30/20,617,1
Continued,La Salle Parish,RLMA 6 - Alexandria,5/30/20,1039,1
Continued,Rapides Parish,RLMA 6 - Alexandria,5/30/20,5009,1
Continued,Winn Parish,RLMA 6 - Alexandria,5/30/20,318,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,6/6/20,1639,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,6/6/20,330,1
Continued,Concordia Parish,RLMA 6 - Alexandria,6/6/20,575,1
Continued,Grant Parish,RLMA 6 - Alexandria,6/6/20,603,1
Continued,La Salle Parish,RLMA 6 - Alexandria,6/6/20,1044,1
Continued,Rapides Parish,RLMA 6 - Alexandria,6/6/20,4967,1
Continued,Winn Parish,RLMA 6 - Alexandria,6/6/20,325,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,6/13/20,1710,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,6/13/20,345,1
Continued,Concordia Parish,RLMA 6 - Alexandria,6/13/20,582,1
Continued,Grant Parish,RLMA 6 - Alexandria,6/13/20,613,1
Continued,La Salle Parish,RLMA 6 - Alexandria,6/13/20,1041,1
Continued,Rapides Parish,RLMA 6 - Alexandria,6/13/20,4976,1
Continued,Winn Parish,RLMA 6 - Alexandria,6/13/20,343,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,6/20/20,1702,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,6/20/20,347,1
Continued,Concordia Parish,RLMA 6 - Alexandria,6/20/20,631,1
Continued,Grant Parish,RLMA 6 - Alexandria,6/20/20,601,1
Continued,La Salle Parish,RLMA 6 - Alexandria,6/20/20,1074,1
Continued,Rapides Parish,RLMA 6 - Alexandria,6/20/20,4918,1
Continued,Winn Parish,RLMA 6 - Alexandria,6/20/20,363,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,6/27/20,1701,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,6/27/20,354,1
Continued,Concordia Parish,RLMA 6 - Alexandria,6/27/20,628,1
Continued,Grant Parish,RLMA 6 - Alexandria,6/27/20,623,1
Continued,La Salle Parish,RLMA 6 - Alexandria,6/27/20,1103,1
Continued,Rapides Parish,RLMA 6 - Alexandria,6/27/20,4992,1
Continued,Winn Parish,RLMA 6 - Alexandria,6/27/20,381,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,7/4/20,1739,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,7/4/20,374,1
Continued,Concordia Parish,RLMA 6 - Alexandria,7/4/20,656,1
Continued,Grant Parish,RLMA 6 - Alexandria,7/4/20,605,1
Continued,La Salle Parish,RLMA 6 - Alexandria,7/4/20,1110,1
Continued,Rapides Parish,RLMA 6 - Alexandria,7/4/20,5116,1
Continued,Winn Parish,RLMA 6 - Alexandria,7/4/20,387,1
Continued,Avoyelles Parish,RLMA 6 - Alexandria,7/11/20,1809,1
Continued,Catahoula Parish,RLMA 6 - Alexandria,7/11/20,384,1
Continued,Concordia Parish,RLMA 6 - Alexandria,7/11/20,703,1
Continued,Grant Parish,RLMA 6 - Alexandria,7/11/20,618,1
Continued,La Salle Parish,RLMA 6 - Alexandria,7/11/20,1149,1
Continued,Rapides Parish,RLMA 6 - Alexandria,7/11/20,5251,1
Continued,Winn Parish,RLMA 6 - Alexandria,7/11/20,411,1
Continued,Bienville Parish,RLMA 7 - Shreveport,5/23/20,530,1
Continued,Bossier Parish,RLMA 7 - Shreveport,5/23/20,6504,1
Continued,Caddo Parish,RLMA 7 - Shreveport,5/23/20,17204,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,5/23/20,309,1
Continued,De Soto Parish,RLMA 7 - Shreveport,5/23/20,1003,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,5/23/20,2005,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,5/23/20,1519,1
Continued,Red River Parish,RLMA 7 - Shreveport,5/23/20,247,1
Continued,Sabine Parish,RLMA 7 - Shreveport,5/23/20,533,1
Continued,Webster Parish,RLMA 7 - Shreveport,5/23/20,1706,1
Continued,Bienville Parish,RLMA 7 - Shreveport,5/30/20,517,1
Continued,Bossier Parish,RLMA 7 - Shreveport,5/30/20,6082,1
Continued,Caddo Parish,RLMA 7 - Shreveport,5/30/20,16399,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,5/30/20,298,1
Continued,De Soto Parish,RLMA 7 - Shreveport,5/30/20,975,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,5/30/20,1908,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,5/30/20,1585,1
Continued,Red River Parish,RLMA 7 - Shreveport,5/30/20,243,1
Continued,Sabine Parish,RLMA 7 - Shreveport,5/30/20,581,1
Continued,Webster Parish,RLMA 7 - Shreveport,5/30/20,1565,1
Continued,Bienville Parish,RLMA 7 - Shreveport,6/6/20,525,1
Continued,Bossier Parish,RLMA 7 - Shreveport,6/6/20,5904,1
Continued,Caddo Parish,RLMA 7 - Shreveport,6/6/20,16186,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,6/6/20,315,1
Continued,De Soto Parish,RLMA 7 - Shreveport,6/6/20,989,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,6/6/20,1894,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,6/6/20,1581,1
Continued,Red River Parish,RLMA 7 - Shreveport,6/6/20,257,1
Continued,Sabine Parish,RLMA 7 - Shreveport,6/6/20,572,1
Continued,Webster Parish,RLMA 7 - Shreveport,6/6/20,1532,1
Continued,Bienville Parish,RLMA 7 - Shreveport,6/13/20,541,1
Continued,Bossier Parish,RLMA 7 - Shreveport,6/13/20,5762,1
Continued,Caddo Parish,RLMA 7 - Shreveport,6/13/20,16233,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,6/13/20,312,1
Continued,De Soto Parish,RLMA 7 - Shreveport,6/13/20,993,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,6/13/20,1930,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,6/13/20,1584,1
Continued,Red River Parish,RLMA 7 - Shreveport,6/13/20,252,1
Continued,Sabine Parish,RLMA 7 - Shreveport,6/13/20,535,1
Continued,Webster Parish,RLMA 7 - Shreveport,6/13/20,1522,1
Continued,Bienville Parish,RLMA 7 - Shreveport,6/20/20,548,1
Continued,Bossier Parish,RLMA 7 - Shreveport,6/20/20,5669,1
Continued,Caddo Parish,RLMA 7 - Shreveport,6/20/20,16254,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,6/20/20,321,1
Continued,De Soto Parish,RLMA 7 - Shreveport,6/20/20,991,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,6/20/20,1928,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,6/20/20,1619,1
Continued,Red River Parish,RLMA 7 - Shreveport,6/20/20,259,1
Continued,Sabine Parish,RLMA 7 - Shreveport,6/20/20,549,1
Continued,Webster Parish,RLMA 7 - Shreveport,6/20/20,1541,1
Continued,Bienville Parish,RLMA 7 - Shreveport,6/27/20,560,1
Continued,Bossier Parish,RLMA 7 - Shreveport,6/27/20,5644,1
Continued,Caddo Parish,RLMA 7 - Shreveport,6/27/20,16211,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,6/27/20,339,1
Continued,De Soto Parish,RLMA 7 - Shreveport,6/27/20,1015,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,6/27/20,1980,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,6/27/20,1664,1
Continued,Red River Parish,RLMA 7 - Shreveport,6/27/20,268,1
Continued,Sabine Parish,RLMA 7 - Shreveport,6/27/20,555,1
Continued,Webster Parish,RLMA 7 - Shreveport,6/27/20,1567,1
Continued,Bienville Parish,RLMA 7 - Shreveport,7/4/20,584,1
Continued,Bossier Parish,RLMA 7 - Shreveport,7/4/20,5680,1
Continued,Caddo Parish,RLMA 7 - Shreveport,7/4/20,16472,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,7/4/20,335,1
Continued,De Soto Parish,RLMA 7 - Shreveport,7/4/20,1026,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,7/4/20,1993,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,7/4/20,1678,1
Continued,Red River Parish,RLMA 7 - Shreveport,7/4/20,275,1
Continued,Sabine Parish,RLMA 7 - Shreveport,7/4/20,576,1
Continued,Webster Parish,RLMA 7 - Shreveport,7/4/20,1602,1
Continued,Bienville Parish,RLMA 7 - Shreveport,7/11/20,614,1
Continued,Bossier Parish,RLMA 7 - Shreveport,7/11/20,5755,1
Continued,Caddo Parish,RLMA 7 - Shreveport,7/11/20,16614,1
Continued,Claiborne Parish,RLMA 7 - Shreveport,7/11/20,360,1
Continued,De Soto Parish,RLMA 7 - Shreveport,7/11/20,1047,1
Continued,Lincoln Parish,RLMA 7 - Shreveport,7/11/20,2022,1
Continued,Natchitoches Parish,RLMA 7 - Shreveport,7/11/20,1711,1
Continued,Red River Parish,RLMA 7 - Shreveport,7/11/20,283,1
Continued,Sabine Parish,RLMA 7 - Shreveport,7/11/20,591,1
Continued,Webster Parish,RLMA 7 - Shreveport,7/11/20,1643,1
Continued,Caldwell Parish,RLMA 8 - Monroe,5/23/20,273,1
Continued,East Carroll Parish,RLMA 8 - Monroe,5/23/20,238,1
Continued,Franklin Parish,RLMA 8 - Monroe,5/23/20,692,1
Continued,Jackson Parish,RLMA 8 - Monroe,5/23/20,401,1
Continued,Madison Parish,RLMA 8 - Monroe,5/23/20,317,1
Continued,Morehouse Parish,RLMA 8 - Monroe,5/23/20,1243,1
Continued,Ouachita Parish,RLMA 8 - Monroe,5/23/20,8606,1
Continued,Richland Parish,RLMA 8 - Monroe,5/23/20,764,1
Continued,Tensas Parish,RLMA 8 - Monroe,5/23/20,122,1
Continued,Union Parish,RLMA 8 - Monroe,5/23/20,757,1
Continued,West Carroll Parish,RLMA 8 - Monroe,5/23/20,285,1
Continued,Caldwell Parish,RLMA 8 - Monroe,5/30/20,267,1
Continued,East Carroll Parish,RLMA 8 - Monroe,5/30/20,237,1
Continued,Franklin Parish,RLMA 8 - Monroe,5/30/20,669,1
Continued,Jackson Parish,RLMA 8 - Monroe,5/30/20,396,1
Continued,Madison Parish,RLMA 8 - Monroe,5/30/20,324,1
Continued,Morehouse Parish,RLMA 8 - Monroe,5/30/20,1206,1
Continued,Ouachita Parish,RLMA 8 - Monroe,5/30/20,7928,1
Continued,Richland Parish,RLMA 8 - Monroe,5/30/20,742,1
Continued,Tensas Parish,RLMA 8 - Monroe,5/30/20,121,1
Continued,Union Parish,RLMA 8 - Monroe,5/30/20,763,1
Continued,West Carroll Parish,RLMA 8 - Monroe,5/30/20,274,1
Continued,Caldwell Parish,RLMA 8 - Monroe,6/6/20,275,1
Continued,East Carroll Parish,RLMA 8 - Monroe,6/6/20,253,1
Continued,Franklin Parish,RLMA 8 - Monroe,6/6/20,704,1
Continued,Jackson Parish,RLMA 8 - Monroe,6/6/20,407,1
Continued,Madison Parish,RLMA 8 - Monroe,6/6/20,307,1
Continued,Morehouse Parish,RLMA 8 - Monroe,6/6/20,1246,1
Continued,Ouachita Parish,RLMA 8 - Monroe,6/6/20,8014,1
Continued,Richland Parish,RLMA 8 - Monroe,6/6/20,758,1
Continued,Tensas Parish,RLMA 8 - Monroe,6/6/20,124,1
Continued,Union Parish,RLMA 8 - Monroe,6/6/20,772,1
Continued,West Carroll Parish,RLMA 8 - Monroe,6/6/20,289,1
Continued,Caldwell Parish,RLMA 8 - Monroe,6/13/20,284,1
Continued,East Carroll Parish,RLMA 8 - Monroe,6/13/20,272,1
Continued,Franklin Parish,RLMA 8 - Monroe,6/13/20,709,1
Continued,Jackson Parish,RLMA 8 - Monroe,6/13/20,396,1
Continued,Madison Parish,RLMA 8 - Monroe,6/13/20,327,1
Continued,Morehouse Parish,RLMA 8 - Monroe,6/13/20,1251,1
Continued,Ouachita Parish,RLMA 8 - Monroe,6/13/20,8002,1
Continued,Richland Parish,RLMA 8 - Monroe,6/13/20,774,1
Continued,Tensas Parish,RLMA 8 - Monroe,6/13/20,134,1
Continued,Union Parish,RLMA 8 - Monroe,6/13/20,785,1
Continued,West Carroll Parish,RLMA 8 - Monroe,6/13/20,295,1
Continued,Caldwell Parish,RLMA 8 - Monroe,6/20/20,293,1
Continued,East Carroll Parish,RLMA 8 - Monroe,6/20/20,283,1
Continued,Franklin Parish,RLMA 8 - Monroe,6/20/20,729,1
Continued,Jackson Parish,RLMA 8 - Monroe,6/20/20,401,1
Continued,Madison Parish,RLMA 8 - Monroe,6/20/20,342,1
Continued,Morehouse Parish,RLMA 8 - Monroe,6/20/20,1289,1
Continued,Ouachita Parish,RLMA 8 - Monroe,6/20/20,8063,1
Continued,Richland Parish,RLMA 8 - Monroe,6/20/20,794,1
Continued,Tensas Parish,RLMA 8 - Monroe,6/20/20,141,1
Continued,Union Parish,RLMA 8 - Monroe,6/20/20,865,1
Continued,West Carroll Parish,RLMA 8 - Monroe,6/20/20,297,1
Continued,Caldwell Parish,RLMA 8 - Monroe,6/27/20,286,1
Continued,East Carroll Parish,RLMA 8 - Monroe,6/27/20,312,1
Continued,Franklin Parish,RLMA 8 - Monroe,6/27/20,737,1
Continued,Jackson Parish,RLMA 8 - Monroe,6/27/20,408,1
Continued,Madison Parish,RLMA 8 - Monroe,6/27/20,351,1
Continued,Morehouse Parish,RLMA 8 - Monroe,6/27/20,1294,1
Continued,Ouachita Parish,RLMA 8 - Monroe,6/27/20,8172,1
