Number of Records,Region,Adjustment,area,Area,Area Type,areatype,Employed,Labor Force,Period,periodtype,Year,Period Type,Preliminary or Final,stfips,Unemployed,Unemployment Rate
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,38414,39194,January,3,2020,Monthly,Final,26,780,2.00%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,38563,39253,February,3,2020,Monthly,Final,26,690,1.80%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,38536,39416,March,3,2020,Monthly,Final,26,880,2.20%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,26750,30664,April,3,2020,Monthly,Final,26,3914,12.80%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,27647,31618,May,3,2020,Monthly,Preliminary,26,3971,12.60%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,38829,39847,July,3,2019,Monthly,Final,26,1018,2.60%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,38818,39761,August,3,2019,Monthly,Final,26,943,2.40%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,38991,39786,September,3,2019,Monthly,Final,26,795,2.00%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,39026,39803,October,3,2019,Monthly,Final,26,777,2.00%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,38783,39461,November,3,2019,Monthly,Final,26,678,1.70%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,38775,39480,December,3,2019,Monthly,Final,26,705,1.80%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,13314,21509,April,3,2020,Monthly,Final,26,8195,38.10%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,14716,21744,May,3,2020,Monthly,Preliminary,26,7028,32.30%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17017,18480,October,3,2019,Monthly,Final,26,1463,7.90%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17403,18667,November,3,2019,Monthly,Final,26,1264,6.80%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17350,18700,December,3,2019,Monthly,Final,26,1350,7.20%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17114,18779,January,3,2020,Monthly,Final,26,1665,8.90%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17375,18833,February,3,2020,Monthly,Final,26,1458,7.70%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17008,18405,March,3,2020,Monthly,Final,26,1397,7.60%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17188,18611,April,3,2019,Monthly,Final,26,1423,7.60%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17252,18767,May,3,2019,Monthly,Final,26,1515,8.10%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17418,19069,June,3,2019,Monthly,Final,26,1651,8.70%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17182,19066,July,3,2019,Monthly,Final,26,1884,9.90%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17275,18761,August,3,2019,Monthly,Final,26,1486,7.90%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17198,18414,September,3,2019,Monthly,Final,26,1216,6.60%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17015,19035,January,3,2019,Monthly,Final,26,2020,10.60%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17176,19024,February,3,2019,Monthly,Final,26,1848,9.70%
1,MI,Not Adj,70520,"Saginaw city, MI",City,11,17199,19007,March,3,2019,Monthly,Final,26,1808,9.50%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19156,19819,January,3,2019,Monthly,Final,26,663,3.30%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19338,19944,February,3,2019,Monthly,Final,26,606,3.00%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19364,19957,March,3,2019,Monthly,Final,26,593,3.00%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19352,19819,April,3,2019,Monthly,Final,26,467,2.40%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19423,19920,May,3,2019,Monthly,Final,26,497,2.50%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19610,20151,June,3,2019,Monthly,Final,26,541,2.70%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19268,19814,January,3,2020,Monthly,Final,26,546,2.80%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19562,20040,February,3,2020,Monthly,Final,26,478,2.40%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19149,19607,March,3,2020,Monthly,Final,26,458,2.30%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,14989,17677,April,3,2020,Monthly,Final,26,2688,15.20%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,16568,18873,May,3,2020,Monthly,Preliminary,26,2305,12.20%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19345,19963,July,3,2019,Monthly,Final,26,618,3.10%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19449,19936,August,3,2019,Monthly,Final,26,487,2.40%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19363,19762,September,3,2019,Monthly,Final,26,399,2.00%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19159,19639,October,3,2019,Monthly,Final,26,480,2.40%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19593,20008,November,3,2019,Monthly,Final,26,415,2.10%
1,MI,Not Adj,70540,"Saginaw charter township, MI",City,11,19534,19977,December,3,2019,Monthly,Final,26,443,2.20%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,11867,12978,January,3,2019,Monthly,Final,26,1111,8.60%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,11974,12981,February,3,2019,Monthly,Final,26,1007,7.80%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,11975,13008,March,3,2019,Monthly,Final,26,1033,7.90%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,11921,12687,April,3,2019,Monthly,Final,26,766,6.00%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,12019,12742,May,3,2019,Monthly,Final,26,723,5.70%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,12064,12902,June,3,2019,Monthly,Final,26,838,6.50%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,11984,12925,January,3,2020,Monthly,Final,26,941,7.30%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,12036,12851,February,3,2020,Monthly,Final,26,815,6.30%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,12034,13034,March,3,2020,Monthly,Final,26,1000,7.70%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,8375,13115,April,3,2020,Monthly,Final,26,4740,36.10%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,8658,12769,May,3,2020,Monthly,Preliminary,26,4111,32.20%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,12155,13147,July,3,2019,Monthly,Final,26,992,7.50%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,12150,13042,August,3,2019,Monthly,Final,26,892,6.80%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,12200,12935,September,3,2019,Monthly,Final,26,735,5.70%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,12203,12980,October,3,2019,Monthly,Final,26,777,6.00%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,12112,12791,November,3,2019,Monthly,Final,26,679,5.30%
1,MI,Not Adj,70680,"Port Huron city, MI",City,11,12103,12877,December,3,2019,Monthly,Final,26,774,6.00%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30467,31878,March,3,2020,Monthly,Final,26,1411,4.40%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,21124,28663,April,3,2020,Monthly,Final,26,7539,26.30%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,21829,28972,May,3,2020,Monthly,Preliminary,26,7143,24.70%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30799,31987,September,3,2019,Monthly,Final,26,1188,3.70%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30842,32056,October,3,2019,Monthly,Final,26,1214,3.80%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30647,31708,November,3,2019,Monthly,Final,26,1061,3.30%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30651,31765,December,3,2019,Monthly,Final,26,1114,3.50%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30400,31838,January,3,2020,Monthly,Final,26,1438,4.50%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30490,31604,February,3,2020,Monthly,Final,26,1114,3.50%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30332,31748,March,3,2019,Monthly,Final,26,1416,4.50%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30186,31293,April,3,2019,Monthly,Final,26,1107,3.50%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30388,31526,May,3,2019,Monthly,Final,26,1138,3.60%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30492,31822,June,3,2019,Monthly,Final,26,1330,4.20%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30671,32237,July,3,2019,Monthly,Final,26,1566,4.90%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30681,32106,August,3,2019,Monthly,Final,26,1425,4.40%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30068,31766,January,3,2019,Monthly,Final,26,1698,5.30%
1,MI,Not Adj,70760,"St. Clair Shores city, MI",City,11,30322,31656,February,3,2019,Monthly,Final,26,1334,4.20%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,39540,40754,February,3,2020,Monthly,Final,26,1214,3.00%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,39511,41047,March,3,2020,Monthly,Final,26,1536,3.70%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,27394,35605,April,3,2020,Monthly,Final,26,8211,23.10%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,28308,36087,May,3,2020,Monthly,Preliminary,26,7779,21.60%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,39788,41340,August,3,2019,Monthly,Final,26,1552,3.80%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,39942,41236,September,3,2019,Monthly,Final,26,1294,3.10%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,39996,41318,October,3,2019,Monthly,Final,26,1322,3.20%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,39744,40900,November,3,2019,Monthly,Final,26,1156,2.80%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,39749,40962,December,3,2019,Monthly,Final,26,1213,3.00%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,39424,40990,January,3,2020,Monthly,Final,26,1566,3.80%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,39323,40776,February,3,2019,Monthly,Final,26,1453,3.60%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,39335,40877,March,3,2019,Monthly,Final,26,1542,3.80%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,39147,40353,April,3,2019,Monthly,Final,26,1206,3.00%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,39409,40649,May,3,2019,Monthly,Final,26,1240,3.10%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,39542,40991,June,3,2019,Monthly,Final,26,1449,3.50%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,39775,41481,July,3,2019,Monthly,Final,26,1706,4.10%
1,MI,Not Adj,72820,"Shelby charter township (Macomb County), MI",City,11,38993,40842,January,3,2019,Monthly,Final,26,1849,4.50%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,33852,35316,February,3,2020,Monthly,Final,26,1464,4.10%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,33828,35696,March,3,2020,Monthly,Final,26,1868,5.20%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,23482,31792,April,3,2020,Monthly,Final,26,8310,26.10%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,24269,32700,May,3,2020,Monthly,Preliminary,26,8431,25.80%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,34075,36078,August,3,2019,Monthly,Final,26,2003,5.60%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,34227,35916,September,3,2019,Monthly,Final,26,1689,4.70%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,34258,35907,October,3,2019,Monthly,Final,26,1649,4.60%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,34045,35485,November,3,2019,Monthly,Final,26,1440,4.10%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,34038,35535,December,3,2019,Monthly,Final,26,1497,4.20%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,33721,35376,January,3,2020,Monthly,Final,26,1655,4.70%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,33675,35428,February,3,2019,Monthly,Final,26,1753,4.90%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,33665,35575,March,3,2019,Monthly,Final,26,1910,5.40%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,33505,34996,April,3,2019,Monthly,Final,26,1491,4.30%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,33754,35327,May,3,2019,Monthly,Final,26,1573,4.50%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,33873,35721,June,3,2019,Monthly,Final,26,1848,5.20%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,34085,36246,July,3,2019,Monthly,Final,26,2161,6.00%
1,MI,Not Adj,74900,"Southfield city, MI",City,11,33381,35295,January,3,2019,Monthly,Final,26,1914,5.40%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15442,16002,January,3,2019,Monthly,Final,26,560,3.50%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15517,16004,February,3,2019,Monthly,Final,26,487,3.00%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15534,16040,March,3,2019,Monthly,Final,26,506,3.20%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15429,15831,April,3,2019,Monthly,Final,26,402,2.50%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15468,15895,May,3,2019,Monthly,Final,26,427,2.70%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15497,15992,June,3,2019,Monthly,Final,26,495,3.10%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15635,16116,January,3,2020,Monthly,Final,26,481,3.00%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15614,16023,February,3,2020,Monthly,Final,26,409,2.60%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15560,16072,March,3,2020,Monthly,Final,26,512,3.20%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,10964,13152,April,3,2020,Monthly,Final,26,2188,16.60%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,10996,13268,May,3,2020,Monthly,Preliminary,26,2272,17.10%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15591,16216,July,3,2019,Monthly,Final,26,625,3.90%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15667,16209,August,3,2019,Monthly,Final,26,542,3.30%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15776,16222,September,3,2019,Monthly,Final,26,446,2.70%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15800,16253,October,3,2019,Monthly,Final,26,453,2.80%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15718,16112,November,3,2019,Monthly,Final,26,394,2.40%
1,MI,Not Adj,74960,"Southgate city, MI",City,11,15749,16172,December,3,2019,Monthly,Final,26,423,2.60%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,65080,68700,January,3,2019,Monthly,Final,26,3620,5.30%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,65629,68473,February,3,2019,Monthly,Final,26,2844,4.20%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,65650,68670,March,3,2019,Monthly,Final,26,3020,4.40%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,65336,67697,April,3,2019,Monthly,Final,26,2361,3.50%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,65773,68200,May,3,2019,Monthly,Final,26,2427,3.60%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,65996,68832,June,3,2019,Monthly,Final,26,2836,4.10%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,65799,68865,January,3,2020,Monthly,Final,26,3066,4.50%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,65992,68368,February,3,2020,Monthly,Final,26,2376,3.50%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,65944,68951,March,3,2020,Monthly,Final,26,3007,4.40%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,45721,61795,April,3,2020,Monthly,Final,26,16074,26.00%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,47247,62476,May,3,2020,Monthly,Preliminary,26,15229,24.40%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,66385,69724,July,3,2019,Monthly,Final,26,3339,4.80%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,66406,69444,August,3,2019,Monthly,Final,26,3038,4.40%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,66663,69196,September,3,2019,Monthly,Final,26,2533,3.70%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,66754,69343,October,3,2019,Monthly,Final,26,2589,3.70%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,66333,68596,November,3,2019,Monthly,Final,26,2263,3.30%
1,MI,Not Adj,76460,"Sterling Heights city, MI",City,11,66342,68716,December,3,2019,Monthly,Final,26,2374,3.50%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,27722,29459,January,3,2019,Monthly,Final,26,1737,5.90%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,27856,29367,February,3,2019,Monthly,Final,26,1511,5.10%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,27886,29454,March,3,2019,Monthly,Final,26,1568,5.30%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,27697,28945,April,3,2019,Monthly,Final,26,1248,4.30%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,27767,29092,May,3,2019,Monthly,Final,26,1325,4.60%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,27819,29354,June,3,2019,Monthly,Final,26,1535,5.20%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,28067,29559,January,3,2020,Monthly,Final,26,1492,5.00%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,28029,29297,February,3,2020,Monthly,Final,26,1268,4.30%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,27933,29521,March,3,2020,Monthly,Final,26,1588,5.40%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,19682,26471,April,3,2020,Monthly,Final,26,6789,25.60%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,19740,26790,May,3,2020,Monthly,Preliminary,26,7050,26.30%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,27989,29928,July,3,2019,Monthly,Final,26,1939,6.50%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,28126,29807,August,3,2019,Monthly,Final,26,1681,5.60%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,28320,29703,September,3,2019,Monthly,Final,26,1383,4.70%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,28364,29769,October,3,2019,Monthly,Final,26,1405,4.70%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,28217,29439,November,3,2019,Monthly,Final,26,1222,4.20%
1,MI,Not Adj,79000,"Taylor city, MI",City,11,28272,29583,December,3,2019,Monthly,Final,26,1311,4.40%
1,MI,Not Adj,80700,"Troy city, MI",City,11,43377,44717,March,3,2020,Monthly,Final,26,1340,3.00%
1,MI,Not Adj,80700,"Troy city, MI",City,11,30111,36071,April,3,2020,Monthly,Final,26,5960,16.50%
1,MI,Not Adj,80700,"Troy city, MI",City,11,31120,37167,May,3,2020,Monthly,Preliminary,26,6047,16.30%
1,MI,Not Adj,80700,"Troy city, MI",City,11,43888,45099,September,3,2019,Monthly,Final,26,1211,2.70%
1,MI,Not Adj,80700,"Troy city, MI",City,11,43928,45111,October,3,2019,Monthly,Final,26,1183,2.60%
1,MI,Not Adj,80700,"Troy city, MI",City,11,43655,44688,November,3,2019,Monthly,Final,26,1033,2.30%
1,MI,Not Adj,80700,"Troy city, MI",City,11,43646,44720,December,3,2019,Monthly,Final,26,1074,2.40%
1,MI,Not Adj,80700,"Troy city, MI",City,11,43239,44426,January,3,2020,Monthly,Final,26,1187,2.70%
1,MI,Not Adj,80700,"Troy city, MI",City,11,43407,44457,February,3,2020,Monthly,Final,26,1050,2.40%
1,MI,Not Adj,80700,"Troy city, MI",City,11,43169,44539,March,3,2019,Monthly,Final,26,1370,3.10%
1,MI,Not Adj,80700,"Troy city, MI",City,11,42963,44033,April,3,2019,Monthly,Final,26,1070,2.40%
1,MI,Not Adj,80700,"Troy city, MI",City,11,43282,44410,May,3,2019,Monthly,Final,26,1128,2.50%
1,MI,Not Adj,80700,"Troy city, MI",City,11,43435,44760,June,3,2019,Monthly,Final,26,1325,3.00%
1,MI,Not Adj,80700,"Troy city, MI",City,11,43707,45257,July,3,2019,Monthly,Final,26,1550,3.40%
1,MI,Not Adj,80700,"Troy city, MI",City,11,43694,45130,August,3,2019,Monthly,Final,26,1436,3.20%
1,MI,Not Adj,80700,"Troy city, MI",City,11,42804,44177,January,3,2019,Monthly,Final,26,1373,3.10%
1,MI,Not Adj,80700,"Troy city, MI",City,11,43181,44438,February,3,2019,Monthly,Final,26,1257,2.80%
1,MI,Not Adj,81660,"Van Buren charter township, MI",City,11,15931,16571,January,3,2019,Monthly,Final,26,640,3.90%
1,MI,Not Adj,81660,"Van Buren charter township, MI",City,11,16009,16565,February,3,2019,Monthly,Final,26,556,3.40%
1,MI,Not Adj,81660,"Van Buren charter township, MI",City,11,16026,16603,March,3,2019,Monthly,Final,26,577,3.50%
1,MI,Not Adj,81660,"Van Buren charter township, MI",City,11,15917,16376,April,3,2019,Monthly,Final,26,459,2.80%
1,MI,Not Adj,81660,"Van Buren charter township, MI",City,11,15958,16446,May,3,2019,Monthly,Final,26,488,3.00%
1,MI,Not Adj,81660,"Van Buren charter township, MI",City,11,15987,16552,June,3,2019,Monthly,Final,26,565,3.40%
