Number of Records,Region,Adjustment,area,Area,Area Type,areatype,Employed,Labor Force,Period,periodtype,Year,Period Type,Preliminary or Final,stfips,Unemployed,Unemployment Rate
1,MI,Not Adj,56320,"Muskegon city, MI",City,11,12501,13372,April,3,2019,Monthly,Final,26,871,6.50%
1,MI,Not Adj,56320,"Muskegon city, MI",City,11,12643,13551,May,3,2019,Monthly,Final,26,908,6.70%
1,MI,Not Adj,56320,"Muskegon city, MI",City,11,12872,13932,June,3,2019,Monthly,Final,26,1060,7.60%
1,MI,Not Adj,56320,"Muskegon city, MI",City,11,12750,14033,July,3,2019,Monthly,Final,26,1283,9.10%
1,MI,Not Adj,56320,"Muskegon city, MI",City,11,12420,13583,January,3,2019,Monthly,Final,26,1163,8.60%
1,MI,Not Adj,59000,"Northville township, MI",City,11,15713,15986,January,3,2019,Monthly,Final,26,273,1.70%
1,MI,Not Adj,59000,"Northville township, MI",City,11,15789,16027,February,3,2019,Monthly,Final,26,238,1.50%
1,MI,Not Adj,59000,"Northville township, MI",City,11,15806,16053,March,3,2019,Monthly,Final,26,247,1.50%
1,MI,Not Adj,59000,"Northville township, MI",City,11,15699,15895,April,3,2019,Monthly,Final,26,196,1.20%
1,MI,Not Adj,59000,"Northville township, MI",City,11,15739,15947,May,3,2019,Monthly,Final,26,208,1.30%
1,MI,Not Adj,59000,"Northville township, MI",City,11,15768,16009,June,3,2019,Monthly,Final,26,241,1.50%
1,MI,Not Adj,59000,"Northville township, MI",City,11,15908,16143,January,3,2020,Monthly,Final,26,235,1.50%
1,MI,Not Adj,59000,"Northville township, MI",City,11,15887,16086,February,3,2020,Monthly,Final,26,199,1.20%
1,MI,Not Adj,59000,"Northville township, MI",City,11,15832,16082,March,3,2020,Monthly,Final,26,250,1.60%
1,MI,Not Adj,59000,"Northville township, MI",City,11,11156,12224,April,3,2020,Monthly,Final,26,1068,8.70%
1,MI,Not Adj,59000,"Northville township, MI",City,11,11188,12297,May,3,2020,Monthly,Preliminary,26,1109,9.00%
1,MI,Not Adj,59000,"Northville township, MI",City,11,15864,16169,July,3,2019,Monthly,Final,26,305,1.90%
1,MI,Not Adj,59000,"Northville township, MI",City,11,15942,16206,August,3,2019,Monthly,Final,26,264,1.60%
1,MI,Not Adj,59000,"Northville township, MI",City,11,16052,16270,September,3,2019,Monthly,Final,26,218,1.30%
1,MI,Not Adj,59000,"Northville township, MI",City,11,16077,16298,October,3,2019,Monthly,Final,26,221,1.40%
1,MI,Not Adj,59000,"Northville township, MI",City,11,15994,16186,November,3,2019,Monthly,Final,26,192,1.20%
1,MI,Not Adj,59000,"Northville township, MI",City,11,16024,16230,December,3,2019,Monthly,Final,26,206,1.30%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33584,34243,February,3,2020,Monthly,Final,26,659,1.90%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33560,34400,March,3,2020,Monthly,Final,26,840,2.40%
1,MI,Not Adj,59440,"Novi city, MI",City,11,23297,27035,April,3,2020,Monthly,Final,26,3738,13.80%
1,MI,Not Adj,59440,"Novi city, MI",City,11,24077,27869,May,3,2020,Monthly,Preliminary,26,3792,13.60%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33806,34707,August,3,2019,Monthly,Final,26,901,2.60%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33956,34716,September,3,2019,Monthly,Final,26,760,2.20%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33987,34729,October,3,2019,Monthly,Final,26,742,2.10%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33776,34424,November,3,2019,Monthly,Final,26,648,1.90%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33768,34441,December,3,2019,Monthly,Final,26,673,2.00%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33454,34199,January,3,2020,Monthly,Final,26,745,2.20%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33409,34197,February,3,2019,Monthly,Final,26,788,2.30%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33399,34258,March,3,2019,Monthly,Final,26,859,2.50%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33240,33911,April,3,2019,Monthly,Final,26,671,2.00%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33487,34194,May,3,2019,Monthly,Final,26,707,2.10%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33605,34436,June,3,2019,Monthly,Final,26,831,2.40%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33815,34787,July,3,2019,Monthly,Final,26,972,2.80%
1,MI,Not Adj,59440,"Novi city, MI",City,11,33117,33978,January,3,2019,Monthly,Final,26,861,2.50%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13771,14473,February,3,2020,Monthly,Final,26,702,4.90%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13761,14656,March,3,2020,Monthly,Final,26,895,6.10%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,9552,13535,April,3,2020,Monthly,Final,26,3983,29.40%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,9873,13914,May,3,2020,Monthly,Preliminary,26,4041,29.00%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13862,14822,August,3,2019,Monthly,Final,26,960,6.50%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13923,14732,September,3,2019,Monthly,Final,26,809,5.50%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13936,14726,October,3,2019,Monthly,Final,26,790,5.40%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13849,14539,November,3,2019,Monthly,Final,26,690,4.70%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13846,14564,December,3,2019,Monthly,Final,26,718,4.90%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13717,14510,January,3,2020,Monthly,Final,26,793,5.50%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13699,14539,February,3,2019,Monthly,Final,26,840,5.80%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13695,14610,March,3,2019,Monthly,Final,26,915,6.30%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13630,14345,April,3,2019,Monthly,Final,26,715,5.00%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13731,14485,May,3,2019,Monthly,Final,26,754,5.20%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13779,14665,June,3,2019,Monthly,Final,26,886,6.00%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13866,14902,July,3,2019,Monthly,Final,26,1036,7.00%
1,MI,Not Adj,59920,"Oak Park city, MI",City,11,13579,14496,January,3,2019,Monthly,Final,26,917,6.30%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20607,21227,February,3,2020,Monthly,Final,26,620,2.90%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20592,21383,March,3,2020,Monthly,Final,26,791,3.70%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,14295,17815,April,3,2020,Monthly,Final,26,3520,19.80%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,14774,18345,May,3,2020,Monthly,Preliminary,26,3571,19.50%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20743,21591,August,3,2019,Monthly,Final,26,848,3.90%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20835,21550,September,3,2019,Monthly,Final,26,715,3.30%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20854,21552,October,3,2019,Monthly,Final,26,698,3.20%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20725,21335,November,3,2019,Monthly,Final,26,610,2.90%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20720,21354,December,3,2019,Monthly,Final,26,634,3.00%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20527,21228,January,3,2020,Monthly,Final,26,701,3.30%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20499,21241,February,3,2019,Monthly,Final,26,742,3.50%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20494,21303,March,3,2019,Monthly,Final,26,809,3.80%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20396,21028,April,3,2019,Monthly,Final,26,632,3.00%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20547,21213,May,3,2019,Monthly,Final,26,666,3.10%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20620,21403,June,3,2019,Monthly,Final,26,783,3.70%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20749,21664,July,3,2019,Monthly,Final,26,915,4.20%
1,MI,Not Adj,61100,"Orion charter township, MI",City,11,20321,21132,January,3,2019,Monthly,Final,26,811,3.80%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,21838,22291,February,3,2020,Monthly,Final,26,453,2.00%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,21231,21698,March,3,2020,Monthly,Final,26,467,2.20%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,17411,20218,April,3,2020,Monthly,Final,26,2807,13.90%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,18718,21487,May,3,2020,Monthly,Preliminary,26,2769,12.90%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,20799,21428,August,3,2019,Monthly,Final,26,629,2.90%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,21067,21613,September,3,2019,Monthly,Final,26,546,2.50%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,21344,21822,October,3,2019,Monthly,Final,26,478,2.20%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,21659,22105,November,3,2019,Monthly,Final,26,446,2.00%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,21490,21924,December,3,2019,Monthly,Final,26,434,2.00%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,21241,21745,January,3,2020,Monthly,Final,26,504,2.30%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,21211,21811,February,3,2019,Monthly,Final,26,600,2.80%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,21233,21869,March,3,2019,Monthly,Final,26,636,2.90%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,21158,21674,April,3,2019,Monthly,Final,26,516,2.40%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,20986,21557,May,3,2019,Monthly,Final,26,571,2.60%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,20800,21479,June,3,2019,Monthly,Final,26,679,3.20%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,20709,21542,July,3,2019,Monthly,Final,26,833,3.90%
1,MI,Not Adj,64560,"Pittsfield charter township, MI",City,11,20674,21297,January,3,2019,Monthly,Final,26,623,2.90%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,18815,19298,January,3,2019,Monthly,Final,26,483,2.50%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,19009,19461,February,3,2019,Monthly,Final,26,452,2.30%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,18976,19450,March,3,2019,Monthly,Final,26,474,2.40%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,18954,19323,April,3,2019,Monthly,Final,26,369,1.90%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,19044,19451,May,3,2019,Monthly,Final,26,407,2.10%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,19134,19608,June,3,2019,Monthly,Final,26,474,2.40%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,18939,19351,January,3,2020,Monthly,Final,26,412,2.10%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,19331,19683,February,3,2020,Monthly,Final,26,352,1.80%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,18853,19213,March,3,2020,Monthly,Final,26,360,1.90%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,14343,17247,April,3,2020,Monthly,Final,26,2904,16.80%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,16175,18702,May,3,2020,Monthly,Preliminary,26,2527,13.50%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,18821,19389,July,3,2019,Monthly,Final,26,568,2.90%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,18910,19353,August,3,2019,Monthly,Final,26,443,2.30%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,18775,19144,September,3,2019,Monthly,Final,26,369,1.90%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,18879,19215,October,3,2019,Monthly,Final,26,336,1.70%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,19026,19360,November,3,2019,Monthly,Final,26,334,1.70%
1,MI,Not Adj,64660,"Plainfield charter township (Kent County), MI",City,11,18882,19224,December,3,2019,Monthly,Final,26,342,1.80%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14731,15031,March,3,2020,Monthly,Final,26,300,2.00%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,10380,11660,April,3,2020,Monthly,Final,26,1280,11.00%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,10410,11739,May,3,2020,Monthly,Preliminary,26,1329,11.30%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14935,15196,September,3,2019,Monthly,Final,26,261,1.70%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14959,15224,October,3,2019,Monthly,Final,26,265,1.70%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14881,15112,November,3,2019,Monthly,Final,26,231,1.50%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14910,15157,December,3,2019,Monthly,Final,26,247,1.60%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14802,15083,January,3,2020,Monthly,Final,26,281,1.90%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14782,15021,February,3,2020,Monthly,Final,26,239,1.60%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14707,15003,March,3,2019,Monthly,Final,26,296,2.00%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14607,14842,April,3,2019,Monthly,Final,26,235,1.60%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14644,14894,May,3,2019,Monthly,Final,26,250,1.70%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14671,14961,June,3,2019,Monthly,Final,26,290,1.90%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14761,15127,July,3,2019,Monthly,Final,26,366,2.40%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14833,15150,August,3,2019,Monthly,Final,26,317,2.10%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14620,14948,January,3,2019,Monthly,Final,26,328,2.20%
1,MI,Not Adj,65080,"Plymouth charter township, MI",City,11,14690,14975,February,3,2019,Monthly,Final,26,285,1.90%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23181,25442,January,3,2019,Monthly,Final,26,2261,8.90%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23385,25455,February,3,2019,Monthly,Final,26,2070,8.10%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23379,25634,March,3,2019,Monthly,Final,26,2255,8.80%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23267,25028,April,3,2019,Monthly,Final,26,1761,7.00%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23440,25297,May,3,2019,Monthly,Final,26,1857,7.30%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23523,25706,June,3,2019,Monthly,Final,26,2183,8.50%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23417,25372,January,3,2020,Monthly,Final,26,1955,7.70%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23508,25238,February,3,2020,Monthly,Final,26,1730,6.90%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23491,25697,March,3,2020,Monthly,Final,26,2206,8.60%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,16307,26121,April,3,2020,Monthly,Final,26,9814,37.60%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,16854,26811,May,3,2020,Monthly,Preliminary,26,9957,37.10%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23670,26222,July,3,2019,Monthly,Final,26,2552,9.70%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23663,26028,August,3,2019,Monthly,Final,26,2365,9.10%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23769,25764,September,3,2019,Monthly,Final,26,1995,7.70%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23790,25737,October,3,2019,Monthly,Final,26,1947,7.60%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23642,25343,November,3,2019,Monthly,Final,26,1701,6.70%
1,MI,Not Adj,65440,"Pontiac city, MI",City,11,23637,25405,December,3,2019,Monthly,Final,26,1768,7.00%
1,MI,Not Adj,65560,"Portage city, MI",City,11,24529,25391,January,3,2019,Monthly,Final,26,862,3.40%
1,MI,Not Adj,65560,"Portage city, MI",City,11,24822,25634,February,3,2019,Monthly,Final,26,812,3.20%
1,MI,Not Adj,65560,"Portage city, MI",City,11,24822,25687,March,3,2019,Monthly,Final,26,865,3.40%
1,MI,Not Adj,65560,"Portage city, MI",City,11,24774,25451,April,3,2019,Monthly,Final,26,677,2.70%
1,MI,Not Adj,65560,"Portage city, MI",City,11,24714,25447,May,3,2019,Monthly,Final,26,733,2.90%
1,MI,Not Adj,65560,"Portage city, MI",City,11,24755,25597,June,3,2019,Monthly,Final,26,842,3.30%
1,MI,Not Adj,65560,"Portage city, MI",City,11,24767,25505,January,3,2020,Monthly,Final,26,738,2.90%
1,MI,Not Adj,65560,"Portage city, MI",City,11,25285,25930,February,3,2020,Monthly,Final,26,645,2.50%
1,MI,Not Adj,65560,"Portage city, MI",City,11,24497,25145,March,3,2020,Monthly,Final,26,648,2.60%
1,MI,Not Adj,65560,"Portage city, MI",City,11,19413,23112,April,3,2020,Monthly,Final,26,3699,16.00%
1,MI,Not Adj,65560,"Portage city, MI",City,11,21458,24980,May,3,2020,Monthly,Preliminary,26,3522,14.10%
1,MI,Not Adj,65560,"Portage city, MI",City,11,24264,25279,July,3,2019,Monthly,Final,26,1015,4.00%
1,MI,Not Adj,65560,"Portage city, MI",City,11,24461,25276,August,3,2019,Monthly,Final,26,815,3.20%
1,MI,Not Adj,65560,"Portage city, MI",City,11,24585,25275,September,3,2019,Monthly,Final,26,690,2.70%
1,MI,Not Adj,65560,"Portage city, MI",City,11,24846,25500,October,3,2019,Monthly,Final,26,654,2.60%
1,MI,Not Adj,65560,"Portage city, MI",City,11,25108,25721,November,3,2019,Monthly,Final,26,613,2.40%
1,MI,Not Adj,65560,"Portage city, MI",City,11,24905,25535,December,3,2019,Monthly,Final,26,630,2.50%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,24496,25659,January,3,2019,Monthly,Final,26,1163,4.50%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,24614,25625,February,3,2019,Monthly,Final,26,1011,3.90%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,24641,25691,March,3,2019,Monthly,Final,26,1050,4.10%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,24474,25309,April,3,2019,Monthly,Final,26,835,3.30%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,24536,25423,May,3,2019,Monthly,Final,26,887,3.50%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,24582,25609,June,3,2019,Monthly,Final,26,1027,4.00%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,24800,25799,January,3,2020,Monthly,Final,26,999,3.90%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,24767,25616,February,3,2020,Monthly,Final,26,849,3.30%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,24682,25745,March,3,2020,Monthly,Final,26,1063,4.10%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,17391,21934,April,3,2020,Monthly,Final,26,4543,20.70%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,17442,22160,May,3,2020,Monthly,Preliminary,26,4718,21.30%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,24732,26030,July,3,2019,Monthly,Final,26,1298,5.00%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,24852,25977,August,3,2019,Monthly,Final,26,1125,4.30%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,25024,25950,September,3,2019,Monthly,Final,26,926,3.60%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,25063,26003,October,3,2019,Monthly,Final,26,940,3.60%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,24933,25751,November,3,2019,Monthly,Final,26,818,3.20%
1,MI,Not Adj,67625,"Redford charter township, MI",City,11,24981,25859,December,3,2019,Monthly,Final,26,878,3.40%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,38941,40198,January,3,2019,Monthly,Final,26,1257,3.10%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,39284,40435,February,3,2019,Monthly,Final,26,1151,2.80%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,39272,40526,March,3,2019,Monthly,Final,26,1254,3.10%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,39085,40065,April,3,2019,Monthly,Final,26,980,2.40%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,39375,40408,May,3,2019,Monthly,Final,26,1033,2.60%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,39515,40729,June,3,2019,Monthly,Final,26,1214,3.00%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,39336,40423,January,3,2020,Monthly,Final,26,1087,2.70%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,39490,40452,February,3,2020,Monthly,Final,26,962,2.40%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,39462,40689,March,3,2020,Monthly,Final,26,1227,3.00%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,27393,32851,April,3,2020,Monthly,Final,26,5458,16.60%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,28311,33849,May,3,2020,Monthly,Preliminary,26,5538,16.40%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,39762,41181,July,3,2019,Monthly,Final,26,1419,3.40%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,39750,41066,August,3,2019,Monthly,Final,26,1316,3.20%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,39927,41036,September,3,2019,Monthly,Final,26,1109,2.70%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,39963,41046,October,3,2019,Monthly,Final,26,1083,2.60%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,39715,40661,November,3,2019,Monthly,Final,26,946,2.30%
1,MI,Not Adj,69035,"Rochester Hills city, MI",City,11,39706,40689,December,3,2019,Monthly,Final,26,983,2.40%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11215,11672,February,3,2020,Monthly,Final,26,457,3.90%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11176,11748,March,3,2020,Monthly,Final,26,572,4.90%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,7875,10321,April,3,2020,Monthly,Final,26,2446,23.70%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,7898,10437,May,3,2020,Monthly,Preliminary,26,2539,24.30%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11254,11860,August,3,2019,Monthly,Final,26,606,5.10%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11331,11829,September,3,2019,Monthly,Final,26,498,4.20%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11349,11855,October,3,2019,Monthly,Final,26,506,4.30%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11290,11730,November,3,2019,Monthly,Final,26,440,3.80%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11312,11784,December,3,2019,Monthly,Final,26,472,4.00%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11230,11768,January,3,2020,Monthly,Final,26,538,4.60%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11146,11690,February,3,2019,Monthly,Final,26,544,4.70%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11158,11723,March,3,2019,Monthly,Final,26,565,4.80%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11082,11531,April,3,2019,Monthly,Final,26,449,3.90%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11110,11587,May,3,2019,Monthly,Final,26,477,4.10%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11131,11684,June,3,2019,Monthly,Final,26,553,4.70%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11199,11898,July,3,2019,Monthly,Final,26,699,5.90%
1,MI,Not Adj,69420,"Romulus city, MI",City,11,11092,11718,January,3,2019,Monthly,Final,26,626,5.30%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22036,23720,January,3,2019,Monthly,Final,26,1684,7.10%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22222,23545,February,3,2019,Monthly,Final,26,1323,5.60%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22229,23634,March,3,2019,Monthly,Final,26,1405,5.90%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22123,23221,April,3,2019,Monthly,Final,26,1098,4.70%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22271,23400,May,3,2019,Monthly,Final,26,1129,4.80%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22346,23665,June,3,2019,Monthly,Final,26,1319,5.60%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22280,23706,January,3,2020,Monthly,Final,26,1426,6.00%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22345,23450,February,3,2020,Monthly,Final,26,1105,4.70%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22329,23728,March,3,2020,Monthly,Final,26,1399,5.90%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,15481,22960,April,3,2020,Monthly,Final,26,7479,32.60%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,15998,23083,May,3,2020,Monthly,Preliminary,26,7085,30.70%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22478,24032,July,3,2019,Monthly,Final,26,1554,6.50%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22485,23898,August,3,2019,Monthly,Final,26,1413,5.90%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22572,23750,September,3,2019,Monthly,Final,26,1178,5.00%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22603,23807,October,3,2019,Monthly,Final,26,1204,5.10%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22461,23514,November,3,2019,Monthly,Final,26,1053,4.50%
1,MI,Not Adj,69800,"Roseville city, MI",City,11,22463,23568,December,3,2019,Monthly,Final,26,1105,4.70%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,38027,38928,January,3,2019,Monthly,Final,26,901,2.30%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,38362,39187,February,3,2019,Monthly,Final,26,825,2.10%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,38351,39250,March,3,2019,Monthly,Final,26,899,2.30%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,38168,38870,April,3,2019,Monthly,Final,26,702,1.80%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,38452,39193,May,3,2019,Monthly,Final,26,741,1.90%
1,MI,Not Adj,70040,"Royal Oak city, MI",City,11,38588,39458,June,3,2019,Monthly,Final,26,870,2.20%
