weekEnding,county,claims
7/13/19,Perry,7
7/13/19,Howard,5
7/13/19,Jackson,547
7/13/19,Caldwell,5
7/13/19,Adair,8
7/13/19,Platte,44
7/13/19,Ralls,3
7/13/19,Macon,9
7/13/19,Iron,13
7/13/19,Stone,5
7/13/19,Bollinger,7
7/13/19,St. Clair,6
7/13/19,Grundy,8
7/13/19,Franklin,62
7/13/19,Crawford,13
7/13/19,Gentry,1
7/13/19,McDonald,16
7/13/19,Mercer,0
7/13/19,Sullivan,3
7/13/19,Cape Girardeau,40
7/13/19,Cass,45
7/13/19,Pulaski,28
7/13/19,Mississippi,17
7/13/19,St. Charles,149
7/13/19,Morgan,5
7/13/19,Lincoln,32
7/13/19,Scotland,1
7/13/19,Bates,7
7/13/19,Dunklin,18
7/13/19,Oregon,3
7/13/19,Audrain,11
7/13/19,Livingston,5
7/13/19,Jasper,42
7/13/19,Wright,13
7/13/19,Callaway,25
7/13/19,Andrew,14
7/13/19,Pike,11
7/13/19,Certified Mail,0
7/13/19,Cedar,15
7/13/19,Boone,72
7/13/19,Laclede,127
7/13/19,Scott,38
7/13/19,Ripley,9
7/13/19,Ozark,4
7/13/19,Moniteau,7
7/13/19,Vernon,11
7/13/19,Dallas,17
7/13/19,Lawrence,23
7/13/19,St. Louis City,291
7/13/19,Lafayette,24
7/13/19,Clay,189
7/13/19,Miller,13
7/13/19,Stoddard,24
7/13/19,Putnam,1
7/13/19,Daviess,5
7/13/19,Wayne,4
7/20/19,St. Clair,1
7/20/19,Benton,6
7/20/19,Washington,8
7/20/19,Stoddard,19
7/20/19,Wayne,6
7/20/19,Boone,51
7/20/19,Gasconade,5
7/20/19,Clay,124
7/20/19,Christian,20
7/20/19,Putnam,0
7/20/19,St. Louis City,230
7/20/19,Jefferson,99
7/20/19,Grundy,3
7/20/19,Morgan,8
7/20/19,Andrew,9
7/20/19,Scott,19
7/20/19,Atchison,0
7/20/19,Jasper,39
7/20/19,Cedar,4
7/20/19,Mississippi,7
7/20/19,Newton,24
7/20/19,Stone,10
7/20/19,Audrain,9
7/20/19,Monroe,3
7/20/19,Jackson,422
7/20/19,Holt,1
7/20/19,Hickory,1
7/20/19,Dent,4
7/20/19,Shelby,3
7/20/19,Pettis,23
7/20/19,Barry,9
7/20/19,Mercer,1
7/20/19,Franklin,53
7/20/19,St. Louis,411
7/20/19,Camden,12
7/20/19,Johnson,13
7/20/19,Adair,6
7/20/19,Cass,41
7/20/19,Miller,8
7/20/19,Reynolds,4
7/20/19,Knox,0
7/20/19,Lincoln,17
7/20/19,Saline,5
7/20/19,Texas,7
7/20/19,Certified Mail,0
7/20/19,Platte,32
7/20/19,Ripley,3
7/20/19,Montgomery,8
7/20/19,Shannon,4
7/20/19,Dallas,8
7/20/19,Laclede,34
7/20/19,Ralls,3
7/20/19,Ray,16
7/20/19,Perry,11
7/20/19,Howell,11
7/20/19,Buchanan,46
7/20/19,New Madrid,9
7/20/19,Madison,9
7/20/19,Nodaway,5
7/20/19,Livingston,1
7/20/19,Butler,21
7/20/19,Cooper,6
7/20/19,Schuyler,0
7/20/19,Warren,13
7/20/19,DeKalb,7
7/20/19,Barton,2
7/20/19,Iron,10
7/20/19,McDonald,6
7/20/19,St. Francois,36
7/20/19,Macon,11
7/20/19,Vernon,4
7/20/19,Pulaski,12
7/20/19,Scotland,1
7/20/19,Caldwell,2
7/20/19,Greene,84
7/20/19,St. Charles,104
7/20/19,Randolph,9
7/20/19,Ste. Genevieve,6
7/20/19,Chariton,5
7/20/19,Maries,4
7/20/19,Oregon,1
7/20/19,Gentry,3
7/20/19,Ozark,1
7/20/19,Crawford,9
7/20/19,Lafayette,4
7/20/19,Linn,6
7/20/19,Clark,1
7/20/19,Osage,3
7/20/19,Clinton,11
7/20/19,Pike,9
7/20/19,Lewis,3
7/20/19,Callaway,10
7/20/19,Sullivan,3
7/20/19,Daviess,1
7/20/19,Carroll,6
7/20/19,Moniteau,7
7/20/19,Marion,7
7/20/19,Cape Girardeau,24
7/20/19,Phelps,11
7/20/19,Taney,11
7/20/19,Harrison,4
7/20/19,Pemiscot,2
7/20/19,Dade,1
7/20/19,Worth,2
7/20/19,Bates,9
7/20/19,Wright,8
7/20/19,Polk,11
7/20/19,Howard,2
7/20/19,Cole,18
7/20/19,Douglas,2
7/20/19,Bollinger,7
7/20/19,Webster,8
7/20/19,Lawrence,11
7/20/19,Henry,21
7/20/19,Carter,2
7/20/19,Dunklin,8
7/27/19,Chariton,1
7/27/19,Livingston,4
7/27/19,Newton,26
7/27/19,Webster,10
7/27/19,Douglas,6
7/27/19,Barry,10
7/27/19,Wayne,7
7/27/19,Knox,0
7/27/19,Gasconade,4
7/27/19,Audrain,4
7/27/19,Scotland,2
7/27/19,Jackson,309
7/27/19,Pike,9
7/27/19,Clark,1
7/27/19,Atchison,0
7/27/19,St. Clair,2
7/27/19,Stone,9
7/27/19,Shelby,0
7/27/19,Certified Mail,0
7/27/19,Barton,5
7/27/19,Jasper,34
7/27/19,Holt,0
7/27/19,Crawford,12
7/27/19,Ripley,8
7/27/19,Pulaski,8
7/27/19,Marion,14
7/27/19,Mississippi,4
7/27/19,Sullivan,1
7/27/19,Cass,19
7/27/19,Dallas,1
7/27/19,Morgan,8
7/27/19,Montgomery,1
7/27/19,Howard,6
7/27/19,Oregon,0
7/27/19,Ralls,4
7/27/19,Wright,8
7/27/19,Moniteau,4
7/27/19,Macon,10
7/27/19,Monroe,2
7/27/19,Miller,9
7/27/19,Callaway,21
7/27/19,Lafayette,5
7/27/19,Ozark,2
7/27/19,Butler,21
7/27/19,Benton,1
7/27/19,Saline,6
7/27/19,Dade,0
7/27/19,Clinton,7
7/27/19,Laclede,41
7/27/19,Camden,12
7/27/19,Cape Girardeau,36
7/27/19,Linn,8
7/27/19,Warren,11
7/27/19,Platte,22
7/27/19,Dent,5
7/27/19,Cole,32
7/27/19,Lewis,0
7/27/19,Stoddard,12
7/27/19,St. Louis,411
7/27/19,Ste. Genevieve,7
7/27/19,St. Louis City,196
7/27/19,McDonald,13
7/27/19,Cedar,4
7/27/19,Hickory,3
7/27/19,Daviess,2
7/27/19,Jefferson,86
7/27/19,Greene,89
7/27/19,Boone,45
7/27/19,Mercer,2
7/27/19,Madison,3
7/27/19,Washington,11
7/27/19,Johnson,17
7/27/19,Perry,4
7/27/19,Reynolds,2
7/27/19,Worth,0
7/27/19,Maries,0
7/27/19,Cooper,7
7/27/19,St. Charles,112
7/27/19,Shannon,2
7/27/19,Caldwell,1
7/27/19,Adair,3
7/27/19,Lincoln,26
7/27/19,Vernon,6
7/27/19,Pemiscot,12
7/27/19,Christian,21
7/27/19,St. Francois,27
7/27/19,Scott,28
7/27/19,Bollinger,5
7/27/19,Andrew,5
7/27/19,Ray,6
7/27/19,Taney,26
7/27/19,Phelps,15
7/27/19,Carter,2
7/27/19,Harrison,4
7/27/19,Polk,12
7/27/19,Iron,3
7/27/19,New Madrid,12
7/27/19,Henry,3
7/27/19,Dunklin,5
7/27/19,Grundy,3
7/27/19,DeKalb,5
7/27/19,Franklin,48
7/27/19,Putnam,4
7/27/19,Howell,12
7/27/19,Osage,3
7/27/19,Texas,7
7/27/19,Randolph,6
7/27/19,Buchanan,37
7/27/19,Schuyler,0
7/27/19,Bates,6
7/27/19,Lawrence,8
7/27/19,Clay,89
7/27/19,Nodaway,7
7/27/19,Pettis,14
7/27/19,Carroll,2
7/27/19,Gentry,2
8/3/19,Callaway,16
8/3/19,Chariton,0
8/3/19,Cass,35
8/3/19,Cole,23
8/3/19,Newton,16
8/3/19,Butler,14
8/3/19,Audrain,8
8/3/19,St. Clair,4
8/3/19,Ralls,8
8/3/19,Polk,3
8/3/19,Ray,7
8/3/19,New Madrid,5
8/3/19,Barton,1
8/3/19,Monroe,1
8/3/19,Caldwell,0
8/3/19,Washington,11
8/3/19,Wright,9
8/3/19,Andrew,5
8/3/19,Dent,5
8/3/19,St. Louis,398
8/3/19,St. Charles,98
8/3/19,Douglas,4
8/3/19,Carter,3
8/3/19,Jefferson,86
8/3/19,Lafayette,13
8/3/19,Oregon,2
8/3/19,Perry,3
8/3/19,Christian,20
8/3/19,DeKalb,3
8/3/19,Randolph,13
8/3/19,Marion,21
8/3/19,Taney,20
8/3/19,Lawrence,15
8/3/19,Shannon,4
8/3/19,Cooper,1
8/3/19,McDonald,4
8/3/19,Hickory,3
8/3/19,Moniteau,7
8/3/19,Scott,20
8/3/19,Miller,1
8/3/19,Bollinger,4
8/3/19,Knox,1
8/3/19,Vernon,8
8/3/19,Ste. Genevieve,2
8/3/19,Putnam,0
8/3/19,Grundy,5
8/3/19,Carroll,7
8/3/19,Boone,50
8/3/19,Ozark,4
8/3/19,Johnson,12
8/3/19,Henry,7
8/3/19,Platte,22
8/3/19,Camden,11
8/3/19,Cape Girardeau,30
8/3/19,Pettis,20
8/3/19,Lewis,1
8/3/19,Gasconade,4
8/3/19,Clinton,4
8/3/19,Scotland,1
8/3/19,Worth,0
8/3/19,Wayne,4
8/3/19,Pemiscot,8
8/3/19,Reynolds,1
8/3/19,Laclede,80
8/3/19,Stoddard,17
8/3/19,Howard,5
8/3/19,Osage,2
8/3/19,Ripley,2
8/3/19,Stone,12
8/3/19,Harrison,7
8/3/19,Texas,7
8/3/19,Linn,7
8/3/19,Greene,100
8/3/19,Jackson,300
8/3/19,Clark,1
8/3/19,Holt,3
8/3/19,Franklin,44
8/3/19,Bates,5
8/3/19,Iron,5
8/3/19,Adair,13
8/3/19,Atchison,3
8/3/19,Dade,2
8/3/19,St. Louis City,204
8/3/19,Gentry,0
8/3/19,Macon,7
8/3/19,Livingston,8
8/3/19,Howell,19
8/3/19,Maries,1
8/3/19,Daviess,2
8/3/19,Phelps,12
8/3/19,Clay,68
8/3/19,Webster,13
8/3/19,Barry,11
8/3/19,Montgomery,6
8/3/19,Pike,16
8/3/19,Dunklin,17
8/3/19,Lincoln,25
8/3/19,Madison,4
8/3/19,Saline,4
8/3/19,Cedar,3
8/3/19,Benton,4
8/3/19,Mercer,1
8/3/19,Jasper,39
8/3/19,Mississippi,6
8/3/19,Schuyler,0
8/3/19,Pulaski,13
8/3/19,Crawford,7
8/3/19,Nodaway,4
8/3/19,Sullivan,0
8/3/19,Buchanan,32
8/3/19,St. Francois,34
8/3/19,Dallas,17
8/3/19,Morgan,4
8/3/19,Certified Mail,0
8/3/19,Warren,2
8/3/19,Shelby,2
8/10/19,Webster,7
8/10/19,Bates,9
8/10/19,Cooper,6
8/10/19,Andrew,4
8/10/19,Stoddard,9
8/10/19,Ozark,0
8/10/19,Moniteau,4
8/10/19,Daviess,1
8/10/19,Chariton,1
8/10/19,Benton,3
8/10/19,Ray,9
8/10/19,Monroe,1
8/10/19,Henry,5
8/10/19,Reynolds,0
8/10/19,Caldwell,1
8/10/19,New Madrid,10
8/10/19,Holt,1
8/10/19,Atchison,2
8/10/19,Clinton,6
8/10/19,Lincoln,20
8/10/19,St. Louis City,197
8/10/19,Vernon,5
8/10/19,St. Francois,28
8/10/19,Stone,14
8/10/19,Harrison,2
8/10/19,Lawrence,13
8/10/19,Ripley,7
8/10/19,Mississippi,9
8/10/19,Madison,3
8/10/19,DeKalb,3
8/10/19,Dallas,6
8/10/19,Maries,3
8/10/19,Adair,9
8/10/19,Knox,1
8/10/19,Clay,86
8/10/19,Carter,5
8/10/19,Washington,13
8/10/19,Phelps,13
8/10/19,Scotland,2
8/10/19,Osage,6
8/10/19,Jefferson,103
8/10/19,Certified Mail,0
8/10/19,Lewis,0
8/10/19,Morgan,5
8/10/19,Howell,9
8/10/19,Texas,6
8/10/19,Macon,8
8/10/19,Taney,24
8/10/19,Cedar,3
8/10/19,Platte,31
8/10/19,Pettis,11
8/10/19,Cape Girardeau,26
8/10/19,Dunklin,10
8/10/19,Jasper,26
8/10/19,Newton,15
8/10/19,Howard,2
8/10/19,Putnam,0
8/10/19,Pulaski,14
8/10/19,Carroll,7
8/10/19,St. Clair,3
8/10/19,Warren,10
8/10/19,Ste. Genevieve,8
8/10/19,Crawford,10
8/10/19,Ralls,3
8/10/19,St. Louis,393
8/10/19,Clark,0
8/10/19,Sullivan,1
8/10/19,Nodaway,4
8/10/19,Dent,7
8/10/19,Worth,0
8/10/19,Randolph,6
8/10/19,Iron,3
8/10/19,Audrain,2
8/10/19,Grundy,1
8/10/19,Butler,16
8/10/19,Scott,37
8/10/19,Pike,7
8/10/19,Dade,0
8/10/19,Miller,9
8/10/19,Camden,19
8/10/19,Douglas,6
8/10/19,McDonald,3
8/10/19,Marion,10
8/10/19,Oregon,0
8/10/19,Boone,55
8/10/19,Bollinger,5
8/10/19,Linn,5
8/10/19,Shelby,0
8/10/19,St. Charles,109
8/10/19,Christian,22
8/10/19,Cole,32
8/10/19,Callaway,11
8/10/19,Saline,6
8/10/19,Pemiscot,8
8/10/19,Shannon,0
8/10/19,Schuyler,1
8/10/19,Buchanan,38
8/10/19,Barton,1
8/10/19,Cass,30
8/10/19,Wright,8
8/10/19,Livingston,1
8/10/19,Lafayette,7
8/10/19,Gentry,1
8/10/19,Johnson,17
8/10/19,Barry,4
8/10/19,Wayne,6
8/10/19,Franklin,33
8/10/19,Hickory,4
8/10/19,Jackson,280
8/10/19,Montgomery,2
8/10/19,Polk,10
8/10/19,Gasconade,5
8/10/19,Greene,91
8/10/19,Perry,8
8/10/19,Mercer,0
8/10/19,Laclede,77
8/17/19,Dade,2
8/17/19,Polk,7
8/17/19,Putnam,0
8/17/19,Dent,3
8/17/19,Pemiscot,11
8/17/19,Reynolds,1
8/17/19,Madison,8
8/17/19,Stoddard,8
8/17/19,Cole,20
8/17/19,Livingston,3
8/17/19,Caldwell,3
8/17/19,Harrison,3
8/17/19,Grundy,1
8/17/19,Oregon,1
8/17/19,Lafayette,11
8/17/19,Clay,77
8/17/19,Miller,15
8/17/19,Washington,4
8/17/19,Ripley,1
8/17/19,Christian,27
8/17/19,Boone,41
8/17/19,Shannon,3
8/17/19,Taney,37
8/17/19,Carroll,5
8/17/19,Moniteau,7
8/17/19,Mississippi,7
8/17/19,Cass,26
8/17/19,Vernon,3
8/17/19,Atchison,0
8/17/19,Wayne,2
8/17/19,Osage,2
8/17/19,Greene,112
8/17/19,Adair,2
8/17/19,Monroe,5
8/17/19,Chariton,0
8/17/19,Platte,27
8/17/19,Montgomery,3
8/17/19,Phelps,8
8/17/19,Dallas,2
8/17/19,Ray,5
8/17/19,Gentry,0
8/17/19,Texas,6
8/17/19,Camden,14
8/17/19,St. Charles,97
8/17/19,Cedar,4
8/17/19,Mercer,1
8/17/19,St. Clair,0
8/17/19,Laclede,48
8/17/19,Nodaway,4
8/17/19,Jasper,25
8/17/19,Scotland,0
8/17/19,Worth,0
8/17/19,Buchanan,33
8/17/19,Stone,14
8/17/19,Webster,12
8/17/19,Iron,9
8/17/19,Douglas,7
8/17/19,Warren,8
8/17/19,Linn,8
8/17/19,Ste. Genevieve,5
8/17/19,Pike,7
8/17/19,St. Louis,398
8/17/19,Jackson,263
8/17/19,St. Louis City,178
8/17/19,St. Francois,21
8/17/19,Henry,6
8/17/19,New Madrid,9
8/17/19,Dunklin,14
8/17/19,Pulaski,10
8/17/19,Macon,5
8/17/19,Bollinger,6
8/17/19,Jefferson,86
8/17/19,Carter,1
8/17/19,Gasconade,3
8/17/19,Cape Girardeau,29
8/17/19,Holt,1
8/17/19,Lincoln,19
8/17/19,McDonald,5
8/17/19,Crawford,7
8/17/19,Howell,18
8/17/19,Audrain,11
8/17/19,Ralls,3
8/17/19,Randolph,7
8/17/19,Morgan,8
8/17/19,Butler,17
8/17/19,Howard,5
8/17/19,Barton,3
8/17/19,Barry,9
8/17/19,Scott,22
8/17/19,Maries,2
8/17/19,Lawrence,8
8/17/19,Clinton,5
8/17/19,Wright,13
8/17/19,Andrew,4
8/17/19,Callaway,7
8/17/19,Knox,0
8/17/19,Certified Mail,0
8/17/19,Daviess,1
8/17/19,Bates,4
8/17/19,Ozark,3
8/17/19,Sullivan,0
8/17/19,Franklin,42
8/17/19,Newton,16
8/17/19,Hickory,3
8/17/19,Clark,2
8/17/19,Lewis,0
8/17/19,Saline,6
8/17/19,Marion,9
8/17/19,Shelby,1
8/17/19,Schuyler,1
8/17/19,Cooper,6
8/17/19,Perry,2
8/17/19,Benton,3
8/17/19,Pettis,5
8/17/19,Johnson,16
8/17/19,DeKalb,2
8/24/19,Dunklin,12
8/24/19,Dent,2
8/24/19,Camden,12
8/24/19,Hickory,1
8/24/19,Gasconade,0
8/24/19,Washington,13
8/24/19,Madison,3
8/24/19,Buchanan,39
8/24/19,Ozark,1
8/24/19,Lafayette,13
8/24/19,Sullivan,0
8/24/19,Ray,13
8/24/19,Harrison,1
8/24/19,Iron,1
8/24/19,Holt,2
8/24/19,Cass,42
8/24/19,Cooper,10
8/24/19,Callaway,18
8/24/19,Stoddard,6
8/24/19,St. Louis City,171
8/24/19,Miller,9
8/24/19,McDonald,7
8/24/19,Jasper,38
8/24/19,Benton,5
8/24/19,New Madrid,11
8/24/19,Stone,10
8/24/19,Jackson,240
8/24/19,Webster,7
8/24/19,Newton,16
8/24/19,Andrew,4
8/24/19,Certified Mail,0
8/24/19,Saline,5
8/24/19,Warren,10
8/24/19,Schuyler,2
8/24/19,Mercer,0
8/24/19,Livingston,2
8/24/19,Texas,5
8/24/19,Randolph,8
8/24/19,Boone,21
8/24/19,Crawford,4
8/24/19,Putnam,3
8/24/19,St. Charles,108
8/24/19,Scotland,0
8/24/19,Lincoln,23
8/24/19,Worth,0
8/24/19,Caldwell,3
8/24/19,Knox,0
8/24/19,Reynolds,6
8/24/19,Gentry,0
8/24/19,Taney,40
8/24/19,Cole,34
8/24/19,Pike,6
8/24/19,St. Francois,31
8/24/19,Atchison,0
8/24/19,Laclede,30
8/24/19,Macon,4
8/24/19,Carroll,6
8/24/19,Linn,2
8/24/19,St. Louis,421
8/24/19,Christian,25
8/24/19,Adair,4
8/24/19,Shannon,1
8/24/19,Howard,3
8/24/19,Osage,3
8/24/19,Daviess,2
8/24/19,Cedar,0
8/24/19,Dallas,8
8/24/19,Vernon,6
8/24/19,Lawrence,11
8/24/19,Barton,2
8/24/19,Bollinger,4
8/24/19,Pemiscot,4
8/24/19,Jefferson,99
8/24/19,Polk,6
8/24/19,Grundy,6
8/24/19,Douglas,10
8/24/19,Barry,7
8/24/19,Mississippi,8
8/24/19,Butler,19
8/24/19,Clark,1
8/24/19,Platte,20
8/24/19,Moniteau,4
8/24/19,Scott,24
8/24/19,Clinton,1
8/24/19,Cape Girardeau,27
8/24/19,Johnson,17
8/24/19,Clay,65
8/24/19,Montgomery,3
8/24/19,St. Clair,2
8/24/19,Shelby,1
8/24/19,Nodaway,3
8/24/19,DeKalb,2
8/24/19,Dade,3
8/24/19,Bates,6
8/24/19,Oregon,2
8/24/19,Pettis,16
8/24/19,Carter,3
8/24/19,Franklin,36
8/24/19,Wayne,6
8/24/19,Henry,6
8/24/19,Marion,4
8/24/19,Ralls,3
8/24/19,Audrain,5
8/24/19,Monroe,2
8/24/19,Greene,94
8/24/19,Phelps,10
8/24/19,Maries,3
8/24/19,Perry,1
8/24/19,Chariton,3
8/24/19,Pulaski,10
8/24/19,Morgan,6
8/24/19,Wright,8
8/24/19,Lewis,0
8/24/19,Ste. Genevieve,2
8/24/19,Howell,10
8/24/19,Ripley,6
8/31/19,Camden,12
8/31/19,Clinton,7
8/31/19,Ray,7
8/31/19,Johnson,14
8/31/19,Pemiscot,6
8/31/19,Polk,17
8/31/19,Bollinger,4
8/31/19,Bates,10
8/31/19,Montgomery,3
8/31/19,Mercer,0
8/31/19,Dent,4
8/31/19,Schuyler,1
8/31/19,DeKalb,1
8/31/19,Pulaski,11
8/31/19,Adair,3
8/31/19,Texas,7
8/31/19,Christian,26
8/31/19,Callaway,14
8/31/19,Phelps,11
8/31/19,Marion,6
8/31/19,New Madrid,10
8/31/19,Randolph,8
8/31/19,St. Charles,97
8/31/19,Perry,4
8/31/19,Shannon,1
8/31/19,Cooper,7
8/31/19,Platte,33
8/31/19,Moniteau,6
8/31/19,Buchanan,26
8/31/19,Barton,4
8/31/19,Vernon,1
8/31/19,Chariton,0
8/31/19,Clark,3
8/31/19,Dade,1
8/31/19,Newton,13
8/31/19,Greene,83
8/31/19,Monroe,3
8/31/19,Cole,24
8/31/19,Grundy,1
8/31/19,Boone,35
8/31/19,Laclede,40
8/31/19,Shelby,0
8/31/19,St. Clair,2
8/31/19,Andrew,7
8/31/19,Audrain,10
8/31/19,Stone,8
8/31/19,Osage,2
8/31/19,Benton,10
8/31/19,Daviess,1
8/31/19,Pike,6
8/31/19,Dallas,5
8/31/19,Maries,0
8/31/19,Howard,2
8/31/19,Morgan,3
8/31/19,Certified Mail,0
8/31/19,Douglas,6
8/31/19,Webster,13
8/31/19,Ripley,6
8/31/19,Pettis,19
8/31/19,Caldwell,1
8/31/19,St. Louis,396
8/31/19,Gentry,0
8/31/19,Cedar,5
8/31/19,Cape Girardeau,27
8/31/19,Wayne,5
8/31/19,Stoddard,23
8/31/19,St. Louis City,178
8/31/19,Washington,5
8/31/19,Knox,0
8/31/19,Crawford,10
8/31/19,Carroll,1
8/31/19,Clay,67
8/31/19,Macon,10
8/31/19,Taney,24
8/31/19,Holt,0
8/31/19,Reynolds,1
8/31/19,Jackson,259
8/31/19,Mississippi,5
8/31/19,Ozark,2
8/31/19,Lincoln,18
8/31/19,Henry,11
8/31/19,Gasconade,5
8/31/19,Franklin,47
8/31/19,Sullivan,1
8/31/19,Cass,27
8/31/19,Harrison,1
8/31/19,Saline,6
8/31/19,Wright,7
8/31/19,Lafayette,9
8/31/19,Iron,1
8/31/19,Worth,0
8/31/19,Scotland,0
8/31/19,Madison,3
8/31/19,Lawrence,11
8/31/19,Warren,18
8/31/19,Barry,5
8/31/19,Livingston,1
8/31/19,Howell,10
8/31/19,Miller,8
8/31/19,McDonald,2
8/31/19,Ralls,1
8/31/19,Carter,3
8/31/19,Scott,22
8/31/19,Atchison,1
8/31/19,Nodaway,3
8/31/19,Ste. Genevieve,9
8/31/19,Jasper,30
8/31/19,Oregon,2
8/31/19,Butler,17
8/31/19,Dunklin,9
8/31/19,St. Francois,26
8/31/19,Lewis,2
8/31/19,Hickory,3
8/31/19,Putnam,0
8/31/19,Linn,9
8/31/19,Jefferson,93
9/7/19,Henry,9
9/7/19,Perry,2
9/7/19,Howard,1
9/7/19,Barton,1
9/7/19,Johnson,5
9/7/19,DeKalb,4
9/7/19,Dunklin,11
9/7/19,Jefferson,70
9/7/19,Stone,7
9/7/19,Marion,7
9/7/19,Scott,23
9/7/19,Scotland,0
9/7/19,Barry,4
9/7/19,Ste. Genevieve,3
9/7/19,Dade,1
9/7/19,Buchanan,15
9/7/19,Cass,30
9/7/19,Adair,2
9/7/19,Chariton,1
9/7/19,Vernon,3
9/7/19,Oregon,2
9/7/19,Monroe,1
9/7/19,Washington,9
9/7/19,McDonald,5
9/7/19,Wayne,6
9/7/19,Sullivan,0
9/7/19,Macon,4
9/7/19,Audrain,8
9/7/19,Lewis,1
9/7/19,Dallas,2
9/7/19,Maries,1
9/7/19,Worth,0
9/7/19,Morgan,5
9/7/19,Christian,12
9/7/19,Wright,9
9/7/19,Andrew,4
9/7/19,Harrison,1
9/7/19,Callaway,7
9/7/19,Cole,32
9/7/19,New Madrid,5
9/7/19,Crawford,9
9/7/19,Caldwell,0
9/7/19,Clay,46
9/7/19,Putnam,0
9/7/19,Cape Girardeau,27
9/7/19,Pike,4
9/7/19,Osage,4
9/7/19,Daviess,2
9/7/19,Atchison,0
9/7/19,Ralls,1
9/7/19,Reynolds,1
9/7/19,Lincoln,9
9/7/19,Pulaski,10
9/7/19,Warren,10
9/7/19,Platte,12
9/7/19,Cooper,5
9/7/19,Hickory,2
9/7/19,Boone,32
9/7/19,Howell,4
9/7/19,Carter,4
9/7/19,Jackson,213
9/7/19,Phelps,8
9/7/19,Moniteau,5
9/7/19,Saline,2
9/7/19,Miller,4
9/7/19,Ripley,4
9/7/19,Bates,4
9/7/19,Schuyler,0
9/7/19,Franklin,32
9/7/19,Texas,3
9/7/19,Dent,4
9/7/19,Douglas,20
9/7/19,Mercer,2
9/7/19,Carroll,0
9/7/19,Shannon,3
9/7/19,Polk,9
9/7/19,Holt,0
9/7/19,Stoddard,3
9/7/19,Shelby,0
9/7/19,Lawrence,10
9/7/19,Newton,16
9/7/19,Pemiscot,6
9/7/19,St. Clair,3
9/7/19,St. Louis,343
9/7/19,Linn,4
9/7/19,Lafayette,5
9/7/19,St. Francois,29
9/7/19,Montgomery,4
9/7/19,Nodaway,1
9/7/19,Laclede,29
9/7/19,Madison,4
9/7/19,Greene,81
9/7/19,Gasconade,3
9/7/19,Cedar,5
9/7/19,Certified Mail,0
9/7/19,Clark,1
9/7/19,Ozark,5
9/7/19,Webster,16
9/7/19,Pettis,9
9/7/19,Clinton,5
9/7/19,Gentry,1
9/7/19,Iron,2
9/7/19,Mississippi,5
9/7/19,Ray,7
9/7/19,St. Charles,96
9/7/19,Randolph,8
9/7/19,Jasper,21
9/7/19,Grundy,2
9/7/19,Benton,3
9/7/19,Knox,0
9/7/19,Livingston,3
9/7/19,Camden,13
9/7/19,Taney,30
9/7/19,Butler,10
9/7/19,St. Louis City,134
9/7/19,Bollinger,2
9/14/19,Gasconade,6
9/14/19,Cole,11
9/14/19,Callaway,10
9/14/19,Vernon,8
9/14/19,Webster,15
9/14/19,Benton,1
9/14/19,Maries,1
9/14/19,Gentry,2
9/14/19,Howard,3
9/14/19,Polk,7
9/14/19,Chariton,0
9/14/19,Bollinger,1
9/14/19,Franklin,35
9/14/19,Ralls,1
9/14/19,St. Francois,22
9/14/19,Mississippi,6
9/14/19,Worth,0
9/14/19,Stoddard,14
9/14/19,Johnson,14
9/14/19,Barry,6
9/14/19,Taney,29
9/14/19,Scotland,0
9/14/19,Barton,2
9/14/19,Madison,3
9/14/19,Platte,23
9/14/19,Macon,2
9/14/19,Shelby,1
9/14/19,New Madrid,11
9/14/19,Marion,12
9/14/19,Wright,15
9/14/19,Adair,2
9/14/19,Linn,3
9/14/19,Monroe,2
9/14/19,Caldwell,2
9/14/19,Reynolds,4
9/14/19,Sullivan,1
9/14/19,Washington,8
9/14/19,Cedar,0
9/14/19,Audrain,10
9/14/19,Daviess,4
9/14/19,Lawrence,13
9/14/19,DeKalb,3
9/14/19,Dallas,6
9/14/19,Carter,2
9/14/19,Greene,82
9/14/19,Certified Mail,0
9/14/19,Livingston,7
9/14/19,Ripley,4
9/14/19,Saline,5
9/14/19,Montgomery,3
9/14/19,Cape Girardeau,22
9/14/19,Moniteau,2
9/14/19,Harrison,3
9/14/19,Pemiscot,0
9/14/19,Pulaski,13
9/14/19,Pike,8
9/14/19,Dent,4
9/14/19,Andrew,2
9/14/19,Pettis,16
9/14/19,Jefferson,66
9/14/19,Lewis,1
9/14/19,Buchanan,20
9/14/19,Carroll,3
9/14/19,Newton,10
9/14/19,Scott,14
9/14/19,Oregon,1
9/14/19,Jackson,253
9/14/19,Douglas,52
9/14/19,Perry,11
9/14/19,Ray,5
9/14/19,Randolph,4
9/14/19,Schuyler,0
9/14/19,Howell,8
9/14/19,Shannon,0
9/14/19,Nodaway,3
9/14/19,Osage,3
9/14/19,St. Louis,369
9/14/19,Laclede,30
9/14/19,Warren,8
9/14/19,Hickory,0
9/14/19,St. Clair,0
9/14/19,Cooper,3
9/14/19,Clark,0
9/14/19,Jasper,34
9/14/19,Camden,21
9/14/19,St. Charles,90
9/14/19,Crawford,11
9/14/19,Clinton,2
9/14/19,Putnam,0
9/14/19,Ste. Genevieve,8
9/14/19,Bates,2
9/14/19,Miller,9
9/14/19,Texas,8
9/14/19,Stone,10
9/14/19,Boone,36
9/14/19,Grundy,2
