Area,Year,Period,Period Value,Labor Force,Employment,Unemployment,Unemployment Rate,Adjusted,Preliminary,Benchmark
Grant County,2020,January,202001,"27,154","25,893","1,261",4.6,0,0,2019
Grant County,2019,December,201912,"28,579","27,670",909,3.2,0,0,2019
Grant County,2019,November,201911,"28,208","27,417",791,2.8,0,0,2019
Grant County,2019,October,201910,"28,260","27,542",718,2.5,0,0,2019
Grant County,2019,September,201909,"27,568","26,860",708,2.6,0,0,2019
Grant County,2019,August,201908,"26,529","25,674",855,3.2,0,0,2019
Grant County,2019,July,201907,"27,034","26,169",865,3.2,0,0,2019
Grant County,2019,June,201906,"27,820","26,797","1,023",3.7,0,0,2019
Grant County,2019,May,201905,"28,004","27,163",841,3,0,0,2019
Grant County,2019,April,201904,"28,439","27,593",846,3,0,0,2019
Grant County,2019,March,201903,"28,140","27,067","1,073",3.8,0,0,2019
Grant County,2019,February,201902,"27,980","26,850","1,130",4,0,0,2019
Grant County,2019,January,201901,"27,768","26,742","1,026",3.7,0,0,2019
Green County,2020,May,202005,"19,838","18,164","1,674",8.4,0,1,2019
Green County,2020,April,202004,"19,867","17,692","2,175",10.9,0,0,2019
Green County,2020,March,202003,"21,053","20,391",662,3.1,0,0,2019
Green County,2020,February,202002,"21,090","20,261",829,3.9,0,0,2019
Green County,2020,January,202001,"21,042","20,202",840,4,0,0,2019
Green County,2019,December,201912,"21,282","20,713",569,2.7,0,0,2019
Green County,2019,November,201911,"21,175","20,664",511,2.4,0,0,2019
Green County,2019,October,201910,"21,117","20,656",461,2.2,0,0,2019
Green County,2019,September,201909,"20,872","20,406",466,2.2,0,0,2019
Green County,2019,August,201908,"21,015","20,451",564,2.7,0,0,2019
Green County,2019,July,201907,"21,345","20,722",623,2.9,0,0,2019
Green County,2019,June,201906,"21,430","20,740",690,3.2,0,0,2019
Green County,2019,May,201905,"20,659","20,099",560,2.7,0,0,2019
Green County,2019,April,201904,"20,841","20,285",556,2.7,0,0,2019
Green County,2019,March,201903,"20,902","20,127",775,3.7,0,0,2019
Green County,2019,February,201902,"20,909","20,130",779,3.7,0,0,2019
Green County,2019,January,201901,"21,042","20,296",746,3.5,0,0,2019
Green Lake County,2020,May,202005,"9,190","7,976","1,214",13.2,0,1,2019
Green Lake County,2020,April,202004,"9,425","7,652","1,773",18.8,0,0,2019
Green Lake County,2020,March,202003,"9,002","8,584",418,4.6,0,0,2019
Green Lake County,2020,February,202002,"9,038","8,503",535,5.9,0,0,2019
Green Lake County,2020,January,202001,"9,161","8,608",553,6,0,0,2019
Green Lake County,2019,December,201912,"9,209","8,821",388,4.2,0,0,2019
Green Lake County,2019,November,201911,"9,220","8,904",316,3.4,0,0,2019
Green Lake County,2019,October,201910,"9,334","9,072",262,2.8,0,0,2019
Green Lake County,2019,September,201909,"9,553","9,263",290,3,0,0,2019
Green Lake County,2019,August,201908,"9,610","9,263",347,3.6,0,0,2019
Green Lake County,2019,July,201907,"9,789","9,409",380,3.9,0,0,2019
Green Lake County,2019,June,201906,"9,911","9,530",381,3.8,0,0,2019
Green Lake County,2019,May,201905,"9,488","9,177",311,3.3,0,0,2019
Green Lake County,2019,April,201904,"9,346","9,020",326,3.5,0,0,2019
Green Lake County,2019,March,201903,"9,237","8,781",456,4.9,0,0,2019
Green Lake County,2019,February,201902,"9,301","8,787",514,5.5,0,0,2019
Green Lake County,2019,January,201901,"9,477","9,010",467,4.9,0,0,2019
Iowa County,2020,May,202005,"13,589","11,877","1,712",12.6,0,1,2019
Iowa County,2020,April,202004,"13,884","11,616","2,268",16.3,0,0,2019
Iowa County,2020,March,202003,"13,754","13,264",490,3.6,0,0,2019
Iowa County,2020,February,202002,"13,732","13,140",592,4.3,0,0,2019
Iowa County,2020,January,202001,"13,786","13,192",594,4.3,0,0,2019
Iowa County,2019,December,201912,"13,949","13,559",390,2.8,0,0,2019
Iowa County,2019,November,201911,"13,790","13,474",316,2.3,0,0,2019
Iowa County,2019,October,201910,"13,763","13,474",289,2.1,0,0,2019
Iowa County,2019,September,201909,"13,588","13,296",292,2.1,0,0,2019
Iowa County,2019,August,201908,"13,659","13,319",340,2.5,0,0,2019
Iowa County,2019,July,201907,"13,913","13,523",390,2.8,0,0,2019
Iowa County,2019,June,201906,"14,040","13,611",429,3.1,0,0,2019
Iowa County,2019,May,201905,"13,436","13,092",344,2.6,0,0,2019
Iowa County,2019,April,201904,"13,594","13,211",383,2.8,0,0,2019
Iowa County,2019,March,201903,"13,602","13,066",536,3.9,0,0,2019
Iowa County,2019,February,201902,"13,594","13,046",548,4,0,0,2019
Iowa County,2019,January,201901,"13,847","13,342",505,3.6,0,0,2019
Iron County,2020,May,202005,"2,687","2,177",510,19,0,1,2019
Iron County,2020,April,202004,"2,737","2,069",668,24.4,0,0,2019
Iron County,2020,March,202003,"2,500","2,342",158,6.3,0,0,2019
Iron County,2020,February,202002,"2,527","2,338",189,7.5,0,0,2019
Iron County,2020,January,202001,"2,562","2,375",187,7.3,0,0,2019
Iron County,2019,December,201912,"2,551","2,390",161,6.3,0,0,2019
Iron County,2019,November,201911,"2,530","2,389",141,5.6,0,0,2019
Iron County,2019,October,201910,"2,551","2,432",119,4.7,0,0,2019
Iron County,2019,September,201909,"2,535","2,417",118,4.7,0,0,2019
Iron County,2019,August,201908,"2,563","2,411",152,5.9,0,0,2019
Iron County,2019,July,201907,"2,564","2,403",161,6.3,0,0,2019
Iron County,2019,June,201906,"2,585","2,442",143,5.5,0,0,2019
Iron County,2019,May,201905,"2,489","2,375",114,4.6,0,0,2019
Iron County,2019,April,201904,"2,458","2,288",170,6.9,0,0,2019
Iron County,2019,March,201903,"2,533","2,340",193,7.6,0,0,2019
Iron County,2019,February,201902,"2,550","2,347",203,8,0,0,2019
Iron County,2019,January,201901,"2,591","2,421",170,6.6,0,0,2019
Jackson County,2020,May,202005,"10,447","8,839","1,608",15.4,0,1,2019
Jackson County,2020,April,202004,"10,451","8,537","1,914",18.3,0,0,2019
Jackson County,2020,March,202003,"10,091","9,596",495,4.9,0,0,2019
Jackson County,2020,February,202002,"10,040","9,402",638,6.4,0,0,2019
Jackson County,2020,January,202001,"10,182","9,544",638,6.3,0,0,2019
Jackson County,2019,December,201912,"10,159","9,691",468,4.6,0,0,2019
Jackson County,2019,November,201911,"10,124","9,781",343,3.4,0,0,2019
Jackson County,2019,October,201910,"10,177","9,882",295,2.9,0,0,2019
Jackson County,2019,September,201909,"10,219","9,929",290,2.8,0,0,2019
Jackson County,2019,August,201908,"10,318","9,981",337,3.3,0,0,2019
Jackson County,2019,July,201907,"10,404","10,054",350,3.4,0,0,2019
Jackson County,2019,June,201906,"10,705","10,326",379,3.5,0,0,2019
Jackson County,2019,May,201905,"10,268","9,952",316,3.1,0,0,2019
Jackson County,2019,April,201904,"10,258","9,857",401,3.9,0,0,2019
Jackson County,2019,March,201903,"10,118","9,587",531,5.2,0,0,2019
Jackson County,2019,February,201902,"10,131","9,565",566,5.6,0,0,2019
Jackson County,2019,January,201901,"10,426","9,902",524,5,0,0,2019
Jefferson County,2020,May,202005,"44,791","40,371","4,420",9.9,0,1,2019
Jefferson County,2020,April,202004,"44,054","38,783","5,271",12,0,0,2019
Jefferson County,2020,March,202003,"45,650","44,161","1,489",3.3,0,0,2019
Jefferson County,2020,February,202002,"45,751","43,894","1,857",4.1,0,0,2019
Jefferson County,2020,January,202001,"45,695","43,806","1,889",4.1,0,0,2019
Jefferson County,2019,December,201912,"45,666","44,340","1,326",2.9,0,0,2019
Jefferson County,2019,November,201911,"45,680","44,447","1,233",2.7,0,0,2019
Jefferson County,2019,October,201910,"45,674","44,528","1,146",2.5,0,0,2019
Jefferson County,2019,September,201909,"45,701","44,512","1,189",2.6,0,0,2019
Jefferson County,2019,August,201908,"46,117","44,708","1,409",3.1,0,0,2019
Jefferson County,2019,July,201907,"46,598","45,077","1,521",3.3,0,0,2019
Jefferson County,2019,June,201906,"46,637","44,964","1,673",3.6,0,0,2019
Jefferson County,2019,May,201905,"45,486","44,145","1,341",2.9,0,0,2019
Jefferson County,2019,April,201904,"45,435","44,147","1,288",2.8,0,0,2019
Jefferson County,2019,March,201903,"45,763","44,047","1,716",3.7,0,0,2019
Jefferson County,2019,February,201902,"45,830","44,050","1,780",3.9,0,0,2019
Jefferson County,2019,January,201901,"45,702","44,032","1,670",3.7,0,0,2019
Juneau County,2020,May,202005,"13,633","11,758","1,875",13.8,0,1,2019
Juneau County,2020,April,202004,"13,333","11,279","2,054",15.4,0,0,2019
Juneau County,2020,March,202003,"13,360","12,831",529,4,0,0,2019
Juneau County,2020,February,202002,"13,317","12,641",676,5.1,0,0,2019
Juneau County,2020,January,202001,"13,360","12,708",652,4.9,0,0,2019
Juneau County,2019,December,201912,"13,367","12,880",487,3.6,0,0,2019
Juneau County,2019,November,201911,"13,240","12,868",372,2.8,0,0,2019
Juneau County,2019,October,201910,"13,356","13,026",330,2.5,0,0,2019
Juneau County,2019,September,201909,"13,434","13,097",337,2.5,0,0,2019
Juneau County,2019,August,201908,"13,452","13,040",412,3.1,0,0,2019
Juneau County,2019,July,201907,"13,672","13,226",446,3.3,0,0,2019
Juneau County,2019,June,201906,"13,989","13,537",452,3.2,0,0,2019
Juneau County,2019,May,201905,"13,547","13,161",386,2.8,0,0,2019
Juneau County,2019,April,201904,"13,429","12,989",440,3.3,0,0,2019
Juneau County,2019,March,201903,"13,282","12,720",562,4.2,0,0,2019
Juneau County,2019,February,201902,"13,234","12,646",588,4.4,0,0,2019
Juneau County,2019,January,201901,"13,339","12,793",546,4.1,0,0,2019
Kenosha County,2020,May,202005,"90,485","78,625","11,860",13.1,0,1,2019
Kenosha County,2020,April,202004,"89,137","75,897","13,240",14.9,0,0,2019
Kenosha County,2020,March,202003,"86,918","83,500","3,418",3.9,0,0,2019
Kenosha County,2020,February,202002,"88,212","84,052","4,160",4.7,0,0,2019
Kenosha County,2020,January,202001,"87,602","83,416","4,186",4.8,0,0,2019
Kenosha County,2019,December,201912,"87,938","84,718","3,220",3.7,0,0,2019
Kenosha County,2019,November,201911,"88,679","85,411","3,268",3.7,0,0,2019
Kenosha County,2019,October,201910,"89,197","86,132","3,065",3.4,0,0,2019
Kenosha County,2019,September,201909,"89,796","86,589","3,207",3.6,0,0,2019
Kenosha County,2019,August,201908,"90,588","86,692","3,896",4.3,0,0,2019
Kenosha County,2019,July,201907,"91,488","87,557","3,931",4.3,0,0,2019
Kenosha County,2019,June,201906,"90,934","86,959","3,975",4.4,0,0,2019
Kenosha County,2019,May,201905,"89,079","85,859","3,220",3.6,0,0,2019
Kenosha County,2019,April,201904,"88,560","85,290","3,270",3.7,0,0,2019
Kenosha County,2019,March,201903,"89,209","85,294","3,915",4.4,0,0,2019
Kenosha County,2019,February,201902,"89,336","85,419","3,917",4.4,0,0,2019
Kenosha County,2019,January,201901,"88,029","84,379","3,650",4.1,0,0,2019
Kewaunee County,2020,May,202005,"10,768","9,786",982,9.1,0,1,2019
Kewaunee County,2020,April,202004,"10,477","9,504",973,9.3,0,0,2019
Kewaunee County,2020,March,202003,"10,883","10,529",354,3.3,0,0,2019
Kewaunee County,2020,February,202002,"10,900","10,491",409,3.8,0,0,2019
Kewaunee County,2020,January,202001,"11,028","10,581",447,4.1,0,0,2019
Kewaunee County,2019,December,201912,"11,093","10,751",342,3.1,0,0,2019
Kewaunee County,2019,November,201911,"10,981","10,688",293,2.7,0,0,2019
Kewaunee County,2019,October,201910,"10,971","10,709",262,2.4,0,0,2019
Kewaunee County,2019,September,201909,"10,975","10,666",309,2.8,0,0,2019
Kewaunee County,2019,August,201908,"10,979","10,635",344,3.1,0,0,2019
Kewaunee County,2019,July,201907,"11,144","10,772",372,3.3,0,0,2019
Kewaunee County,2019,June,201906,"11,354","10,973",381,3.4,0,0,2019
Kewaunee County,2019,May,201905,"10,924","10,615",309,2.8,0,0,2019
Kewaunee County,2019,April,201904,"10,924","10,609",315,2.9,0,0,2019
Kewaunee County,2019,March,201903,"10,930","10,513",417,3.8,0,0,2019
Kewaunee County,2019,February,201902,"10,934","10,475",459,4.2,0,0,2019
Kewaunee County,2019,January,201901,"11,288","10,820",468,4.1,0,0,2019
La Crosse County,2020,May,202005,"64,354","57,281","7,073",11,0,1,2019
La Crosse County,2020,April,202004,"63,860","56,032","7,828",12.3,0,0,2019
La Crosse County,2020,March,202003,"65,856","64,101","1,755",2.7,0,0,2019
La Crosse County,2020,February,202002,"66,656","64,483","2,173",3.3,0,0,2019
La Crosse County,2020,January,202001,"65,414","62,967","2,447",3.7,0,0,2019
La Crosse County,2019,December,201912,"66,275","64,492","1,783",2.7,0,0,2019
La Crosse County,2019,November,201911,"66,803","65,191","1,612",2.4,0,0,2019
La Crosse County,2019,October,201910,"66,525","64,960","1,565",2.4,0,0,2019
La Crosse County,2019,September,201909,"66,015","64,437","1,578",2.4,0,0,2019
La Crosse County,2019,August,201908,"65,628","63,733","1,895",2.9,0,0,2019
La Crosse County,2019,July,201907,"65,902","63,797","2,105",3.2,0,0,2019
La Crosse County,2019,June,201906,"66,067","63,707","2,360",3.6,0,0,2019
La Crosse County,2019,May,201905,"66,388","64,520","1,868",2.8,0,0,2019
La Crosse County,2019,April,201904,"66,607","64,828","1,779",2.7,0,0,2019
La Crosse County,2019,March,201903,"66,846","64,648","2,198",3.3,0,0,2019
La Crosse County,2019,February,201902,"67,186","64,979","2,207",3.3,0,0,2019
La Crosse County,2019,January,201901,"65,574","63,398","2,176",3.3,0,0,2019
Lafayette County,2020,May,202005,"9,728","8,915",813,8.4,0,1,2019
Lafayette County,2020,April,202004,"9,588","8,724",864,9,0,0,2019
Lafayette County,2020,March,202003,"10,082","9,781",301,3,0,0,2019
Lafayette County,2020,February,202002,"9,979","9,615",364,3.6,0,0,2019
Lafayette County,2020,January,202001,"10,101","9,726",375,3.7,0,0,2019
Lafayette County,2019,December,201912,"10,269","10,005",264,2.6,0,0,2019
Lafayette County,2019,November,201911,"10,049","9,843",206,2,0,0,2019
Lafayette County,2019,October,201910,"10,035","9,836",199,2,0,0,2019
Lafayette County,2019,September,201909,"10,023","9,818",205,2,0,0,2019
Lafayette County,2019,August,201908,"9,855","9,585",270,2.7,0,0,2019
Lafayette County,2019,July,201907,"10,102","9,826",276,2.7,0,0,2019
Lafayette County,2019,June,201906,"10,550","10,249",301,2.9,0,0,2019
Lafayette County,2019,May,201905,"10,042","9,796",246,2.4,0,0,2019
Lafayette County,2019,April,201904,"10,113","9,867",246,2.4,0,0,2019
Lafayette County,2019,March,201903,"9,940","9,609",331,3.3,0,0,2019
Lafayette County,2019,February,201902,"9,889","9,534",355,3.6,0,0,2019
Lafayette County,2019,January,201901,"10,311","9,974",337,3.3,0,0,2019
Langlade County,2020,May,202005,"9,007","8,071",936,10.4,0,1,2019
Langlade County,2020,April,202004,"8,952","7,785","1,167",13,0,0,2019
Langlade County,2020,March,202003,"9,201","8,770",431,4.7,0,0,2019
Langlade County,2020,February,202002,"9,209","8,694",515,5.6,0,0,2019
Langlade County,2020,January,202001,"9,288","8,749",539,5.8,0,0,2019
Langlade County,2019,December,201912,"9,299","8,859",440,4.7,0,0,2019
Langlade County,2019,November,201911,"9,162","8,836",326,3.6,0,0,2019
Langlade County,2019,October,201910,"9,146","8,843",303,3.3,0,0,2019
Langlade County,2019,September,201909,"9,138","8,846",292,3.2,0,0,2019
Langlade County,2019,August,201908,"9,241","8,897",344,3.7,0,0,2019
Langlade County,2019,July,201907,"9,341","8,922",419,4.5,0,0,2019
Langlade County,2019,June,201906,"9,633","9,239",394,4.1,0,0,2019
Langlade County,2019,May,201905,"9,299","8,988",311,3.3,0,0,2019
Langlade County,2019,April,201904,"9,356","8,984",372,4,0,0,2019
Langlade County,2019,March,201903,"9,337","8,858",479,5.1,0,0,2019
Langlade County,2019,February,201902,"9,383","8,876",507,5.4,0,0,2019
Langlade County,2019,January,201901,"9,515","9,040",475,5,0,0,2019
Lincoln County,2020,May,202005,"14,659","13,212","1,447",9.9,0,1,2019
Lincoln County,2020,April,202004,"14,482","12,585","1,897",13.1,0,0,2019
Lincoln County,2020,March,202003,"15,022","14,369",653,4.3,0,0,2019
Lincoln County,2020,February,202002,"15,088","14,277",811,5.4,0,0,2019
Lincoln County,2020,January,202001,"15,167","14,322",845,5.6,0,0,2019
Lincoln County,2019,December,201912,"15,014","14,442",572,3.8,0,0,2019
Lincoln County,2019,November,201911,"15,041","14,544",497,3.3,0,0,2019
Lincoln County,2019,October,201910,"15,030","14,589",441,2.9,0,0,2019
Lincoln County,2019,September,201909,"14,914","14,500",414,2.8,0,0,2019
Lincoln County,2019,August,201908,"15,274","14,662",612,4,0,0,2019
Lincoln County,2019,July,201907,"15,125","14,528",597,3.9,0,0,2019
Lincoln County,2019,June,201906,"15,272","14,720",552,3.6,0,0,2019
Lincoln County,2019,May,201905,"14,916","14,465",451,3,0,0,2019
Lincoln County,2019,April,201904,"14,902","14,313",589,4,0,0,2019
Lincoln County,2019,March,201903,"15,022","14,334",688,4.6,0,0,2019
Lincoln County,2019,February,201902,"15,124","14,432",692,4.6,0,0,2019
Lincoln County,2019,January,201901,"15,217","14,580",637,4.2,0,0,2019
Manitowoc County,2020,May,202005,"40,679","35,914","4,765",11.7,0,1,2019
Manitowoc County,2020,April,202004,"40,462","34,416","6,046",14.9,0,0,2019
Manitowoc County,2020,March,202003,"40,686","39,236","1,450",3.6,0,0,2019
Manitowoc County,2020,February,202002,"40,567","38,782","1,785",4.4,0,0,2019
Manitowoc County,2020,January,202001,"40,626","38,766","1,860",4.6,0,0,2019
Manitowoc County,2019,December,201912,"40,589","39,099","1,490",3.7,0,0,2019
Manitowoc County,2019,November,201911,"40,716","39,342","1,374",3.4,0,0,2019
Manitowoc County,2019,October,201910,"40,893","39,739","1,154",2.8,0,0,2019
Manitowoc County,2019,September,201909,"40,893","39,737","1,156",2.8,0,0,2019
Manitowoc County,2019,August,201908,"40,964","39,642","1,322",3.2,0,0,2019
Manitowoc County,2019,July,201907,"41,330","39,881","1,449",3.5,0,0,2019
Manitowoc County,2019,June,201906,"41,820","40,290","1,530",3.7,0,0,2019
Manitowoc County,2019,May,201905,"40,749","39,534","1,215",3,0,0,2019
Manitowoc County,2019,April,201904,"40,837","39,568","1,269",3.1,0,0,2019
Manitowoc County,2019,March,201903,"40,996","39,383","1,613",3.9,0,0,2019
Manitowoc County,2019,February,201902,"40,925","39,312","1,613",3.9,0,0,2019
Manitowoc County,2019,January,201901,"41,130","39,536","1,594",3.9,0,0,2019
Marathon County,2020,May,202005,"73,341","66,682","6,659",9.1,0,1,2019
Marathon County,2020,April,202004,"70,998","62,867","8,131",11.5,0,0,2019
Marathon County,2020,March,202003,"73,692","71,668","2,024",2.7,0,0,2019
Marathon County,2020,February,202002,"73,830","71,417","2,413",3.3,0,0,2019
Marathon County,2020,January,202001,"74,049","71,390","2,659",3.6,0,0,2019
Marathon County,2019,December,201912,"73,837","71,815","2,022",2.7,0,0,2019
Marathon County,2019,November,201911,"73,448","71,594","1,854",2.5,0,0,2019
Marathon County,2019,October,201910,"73,343","71,555","1,788",2.4,0,0,2019
Marathon County,2019,September,201909,"73,060","71,281","1,779",2.4,0,0,2019
Marathon County,2019,August,201908,"73,651","71,496","2,155",2.9,0,0,2019
Marathon County,2019,July,201907,"74,468","72,093","2,375",3.2,0,0,2019
Marathon County,2019,June,201906,"74,620","72,161","2,459",3.3,0,0,2019
Marathon County,2019,May,201905,"73,010","71,015","1,995",2.7,0,0,2019
Marathon County,2019,April,201904,"72,817","70,759","2,058",2.8,0,0,2019
Marathon County,2019,March,201903,"73,431","71,007","2,424",3.3,0,0,2019
Marathon County,2019,February,201902,"73,263","70,875","2,388",3.3,0,0,2019
Marathon County,2019,January,201901,"73,659","71,378","2,281",3.1,0,0,2019
Marinette County,2020,May,202005,"19,628","16,679","2,949",15,0,1,2019
Marinette County,2020,April,202004,"19,436","15,963","3,473",17.9,0,0,2019
Marinette County,2020,March,202003,"19,212","18,240",972,5.1,0,0,2019
Marinette County,2020,February,202002,"19,187","18,074","1,113",5.8,0,0,2019
Marinette County,2020,January,202001,"19,337","18,160","1,177",6.1,0,0,2019
Marinette County,2019,December,201912,"19,429","18,392","1,037",5.3,0,0,2019
Marinette County,2019,November,201911,"19,350","18,534",816,4.2,0,0,2019
Marinette County,2019,October,201910,"19,322","18,571",751,3.9,0,0,2019
Marinette County,2019,September,201909,"19,336","18,561",775,4,0,0,2019
Marinette County,2019,August,201908,"19,533","18,587",946,4.8,0,0,2019
Marinette County,2019,July,201907,"19,688","18,680","1,008",5.1,0,0,2019
Marinette County,2019,June,201906,"19,890","19,009",881,4.4,0,0,2019
Marinette County,2019,May,201905,"19,413","18,736",677,3.5,0,0,2019
Marinette County,2019,April,201904,"19,361","18,550",811,4.2,0,0,2019
Marinette County,2019,March,201903,"19,403","18,406",997,5.1,0,0,2019
Marinette County,2019,February,201902,"19,391","18,376","1,015",5.2,0,0,2019
Marinette County,2019,January,201901,"19,474","18,471","1,003",5.2,0,0,2019
Marquette County,2020,May,202005,"7,593","6,664",929,12.2,0,1,2019
Marquette County,2020,April,202004,"7,568","6,436","1,132",15,0,0,2019
Marquette County,2020,March,202003,"7,710","7,355",355,4.6,0,0,2019
Marquette County,2020,February,202002,"7,793","7,292",501,6.4,0,0,2019
Marquette County,2020,January,202001,"7,752","7,302",450,5.8,0,0,2019
Marquette County,2019,December,201912,"7,766","7,420",346,4.5,0,0,2019
Marquette County,2019,November,201911,"7,718","7,449",269,3.5,0,0,2019
Marquette County,2019,October,201910,"7,715","7,504",211,2.7,0,0,2019
Marquette County,2019,September,201909,"7,728","7,517",211,2.7,0,0,2019
Marquette County,2019,August,201908,"7,728","7,473",255,3.3,0,0,2019
Marquette County,2019,July,201907,"7,744","7,478",266,3.4,0,0,2019
Marquette County,2019,June,201906,"7,895","7,613",282,3.6,0,0,2019
Marquette County,2019,May,201905,"7,668","7,429",239,3.1,0,0,2019
Marquette County,2019,April,201904,"7,637","7,352",285,3.7,0,0,2019
Marquette County,2019,March,201903,"7,636","7,202",434,5.7,0,0,2019
Marquette County,2019,February,201902,"7,652","7,191",461,6,0,0,2019
Marquette County,2019,January,201901,"7,680","7,278",402,5.2,0,0,2019
Menominee County,2020,May,202005,"1,968","1,354",614,31.2,0,1,2019
Menominee County,2020,April,202004,"1,738","1,313",425,24.5,0,0,2019
Menominee County,2020,March,202003,"1,560","1,467",93,6,0,0,2019
Menominee County,2020,February,202002,"1,554","1,453",101,6.5,0,0,2019
Menominee County,2020,January,202001,"1,572","1,461",111,7.1,0,0,2019
Menominee County,2019,December,201912,"1,602","1,497",105,6.6,0,0,2019
Menominee County,2019,November,201911,"1,594","1,476",118,7.4,0,0,2019
Menominee County,2019,October,201910,"1,589","1,482",107,6.7,0,0,2019
Menominee County,2019,September,201909,"1,642","1,494",148,9,0,0,2019
Menominee County,2019,August,201908,"1,719","1,483",236,13.7,0,0,2019
Menominee County,2019,July,201907,"1,697","1,519",178,10.5,0,0,2019
Menominee County,2019,June,201906,"1,710","1,556",154,9,0,0,2019
Menominee County,2019,May,201905,"1,606","1,502",104,6.5,0,0,2019
Menominee County,2019,April,201904,"1,627","1,494",133,8.2,0,0,2019
Menominee County,2019,March,201903,"1,579","1,476",103,6.5,0,0,2019
Menominee County,2019,February,201902,"1,560","1,473",87,5.6,0,0,2019
Menominee County,2019,January,201901,"1,618","1,524",94,5.8,0,0,2019
Milwaukee County,2020,May,202005,"479,533","411,936","67,597",14.1,0,1,2019
Milwaukee County,2020,April,202004,"464,262","395,528","68,734",14.8,0,0,2019
Milwaukee County,2020,March,202003,"462,615","445,666","16,949",3.7,0,0,2019
Milwaukee County,2020,February,202002,"468,820","448,726","20,094",4.3,0,0,2019
Milwaukee County,2020,January,202001,"465,286","444,357","20,929",4.5,0,0,2019
Milwaukee County,2019,December,201912,"462,660","445,927","16,733",3.6,0,0,2019
Milwaukee County,2019,November,201911,"467,037","449,360","17,677",3.8,0,0,2019
Milwaukee County,2019,October,201910,"466,945","450,016","16,929",3.6,0,0,2019
Milwaukee County,2019,September,201909,"466,351","448,731","17,620",3.8,0,0,2019
Milwaukee County,2019,August,201908,"471,633","450,677","20,956",4.4,0,0,2019
Milwaukee County,2019,July,201907,"473,882","451,979","21,903",4.6,0,0,2019
Milwaukee County,2019,June,201906,"470,607","449,000","21,607",4.6,0,0,2019
Milwaukee County,2019,May,201905,"463,479","446,389","17,090",3.7,0,0,2019
Milwaukee County,2019,April,201904,"462,608","445,937","16,671",3.6,0,0,2019
Milwaukee County,2019,March,201903,"467,459","448,249","19,210",4.1,0,0,2019
Milwaukee County,2019,February,201902,"468,628","449,594","19,034",4.1,0,0,2019
Milwaukee County,2019,January,201901,"461,607","443,152","18,455",4,0,0,2019
Monroe County,2020,May,202005,"22,779","20,595","2,184",9.6,0,1,2019
Monroe County,2020,April,202004,"22,580","19,844","2,736",12.1,0,0,2019
Monroe County,2020,March,202003,"23,176","22,479",697,3,0,0,2019
Monroe County,2020,February,202002,"23,071","22,184",887,3.8,0,0,2019
Monroe County,2020,January,202001,"23,248","22,297",951,4.1,0,0,2019
Monroe County,2019,December,201912,"23,224","22,515",709,3.1,0,0,2019
Monroe County,2019,November,201911,"23,134","22,545",589,2.5,0,0,2019
Monroe County,2019,October,201910,"23,271","22,721",550,2.4,0,0,2019
Monroe County,2019,September,201909,"23,190","22,646",544,2.3,0,0,2019
Monroe County,2019,August,201908,"23,431","22,778",653,2.8,0,0,2019
Monroe County,2019,July,201907,"23,815","23,124",691,2.9,0,0,2019
Monroe County,2019,June,201906,"23,994","23,203",791,3.3,0,0,2019
Monroe County,2019,May,201905,"23,338","22,706",632,2.7,0,0,2019
Monroe County,2019,April,201904,"23,173","22,539",634,2.7,0,0,2019
Monroe County,2019,March,201903,"23,194","22,330",864,3.7,0,0,2019
Monroe County,2019,February,201902,"23,213","22,300",913,3.9,0,0,2019
Monroe County,2019,January,201901,"23,555","22,660",895,3.8,0,0,2019
Oconto County,2020,May,202005,"20,339","18,130","2,209",10.9,0,1,2019
Oconto County,2020,April,202004,"20,397","17,467","2,930",14.4,0,0,2019
Oconto County,2020,March,202003,"20,494","19,590",904,4.4,0,0,2019
Oconto County,2020,February,202002,"20,723","19,602","1,121",5.4,0,0,2019
Oconto County,2020,January,202001,"20,828","19,647","1,181",5.7,0,0,2019
Oconto County,2019,December,201912,"20,673","19,874",799,3.9,0,0,2019
Oconto County,2019,November,201911,"20,555","19,934",621,3,0,0,2019
Oconto County,2019,October,201910,"20,522","19,952",570,2.8,0,0,2019
Oconto County,2019,September,201909,"20,393","19,827",566,2.8,0,0,2019
Oconto County,2019,August,201908,"20,522","19,833",689,3.4,0,0,2019
Oconto County,2019,July,201907,"20,728","19,992",736,3.6,0,0,2019
Oconto County,2019,June,201906,"20,905","20,143",762,3.6,0,0,2019
Oconto County,2019,May,201905,"20,354","19,728",626,3.1,0,0,2019
Oconto County,2019,April,201904,"20,422","19,676",746,3.7,0,0,2019
Oconto County,2019,March,201903,"20,529","19,593",936,4.6,0,0,2019
Oconto County,2019,February,201902,"20,539","19,571",968,4.7,0,0,2019
Oconto County,2019,January,201901,"20,762","19,840",922,4.4,0,0,2019
Oneida County,2020,May,202005,"17,034","14,756","2,278",13.4,0,1,2019
Oneida County,2020,April,202004,"17,302","14,093","3,209",18.5,0,0,2019
Oneida County,2020,March,202003,"17,047","16,129",918,5.4,0,0,2019
Oneida County,2020,February,202002,"17,146","16,037","1,109",6.5,0,0,2019
Oneida County,2020,January,202001,"17,136","16,084","1,052",6.1,0,0,2019
Oneida County,2019,December,201912,"17,381","16,484",897,5.2,0,0,2019
Oneida County,2019,November,201911,"17,324","16,672",652,3.8,0,0,2019
